done,Bug Report ID,Coder,Reviewer,URL,TraceReplayer Sequence Step,OB ID,OB XML ID,OB,Sequence Step,Screenshot Path,(No Aug) Screenshot Path,Command SS,Command SS (NA),Bug type (from taxonomy),Bug type checking (ok/not),Bug type (final),OB category (Easy/Hard),OB category checking (ok/not),OB category (final),OB rating (1-5),OB Rating check,OB Rating (Final),Screen (Old),Screens (Causing),Components (causing) (old),Components (Causing),Screens (Manifesting),Components (Manisfesting),Ground-truth check,Comments,Comment (Antu),Screens (Causing) Final,Components (Causing) Final,Screens (Manifesting) Final,Components (Manifesting) Final,Discourse patterns,Comment (discourse pattern),Discussion
,,,,,,,,,,,,,,,,,,,,,,,3021e0808fd07caae95f6b2a1622f3d7fa457f999d434c484b3e359c304f4c41,,"2,10","2,10",,,,,,a64ea9623a021f428b644075fa99211263ca7360fbd09f055e5874485779d9ce,"2,10",,,,,
,,,,,,,,,,,,,,,,,,,,,,,a64ea9623a021f428b644075fa99211263ca7360fbd09f055e5874485779d9ce,,"2,10","2,10",,,,,,,,,,,,
x,162,,Junayed,https://github.com/k9mail/k-9/issues/3255,6,2,6.4,4. Crash,6,../burt/data/TraceReplayer-Data/TR162/com.fsck.k9-5.403/screenshots/com.fsck.k9.User-Trace.1.com.fsck.k9_5.403_k-9mail6_augmented.png,../burt/data/TraceReplayer-Data/TR162/com.fsck.k9-5.403/screenshots/com.fsck.k9.User-Trace.1.com.fsck.k9_5.403_k-9mail6.png,open ../burt/data/TraceReplayer-Data/TR162/com.fsck.k9-5.403/screenshots/com.fsck.k9.User-Trace.1.com.fsck.k9_5.403_k-9mail6_augmented.png,open ../burt/data/TraceReplayer-Data/TR162/com.fsck.k9-5.403/screenshots/com.fsck.k9.User-Trace.1.com.fsck.k9_5.403_k-9mail6.png,App crashes,,App crashes,Hard,,Hard,1,ok,1,22d8aeb2beb7f50ba88b5aa458d86aa39e1d21c662256fa943767f61f62874f6,,"2,9","2,9",,,ok,,,22d8aeb2beb7f50ba88b5aa458d86aa39e1d21c662256fa943767f61f62874f6,"2,9",2957d1cfee327d06abd84e6b91e1153eb930ce1886a45ed33c8ff4c6536fbcb0,,S_OB_ERROR_NOUN_PHRASE,S_OB_ERROR_NOUN_PHRASE,fixed
,,,,,,,,,,,,,,,,,,,,,,,2957d1cfee327d06abd84e6b91e1153eb930ce1886a45ed33c8ff4c6536fbcb0,,,,,,,,,3021e0808fd07caae95f6b2a1622f3d7fa457f999d434c484b3e359c304f4c41,"2,10",,,,,
,,,,,,,,,,,,,,,,,,,,,,,3021e0808fd07caae95f6b2a1622f3d7fa457f999d434c484b3e359c304f4c41,,"2,10","2,10",,,,,,a64ea9623a021f428b644075fa99211263ca7360fbd09f055e5874485779d9ce,"2,10",,,,,
,,,,,,,,,,,,,,,,,,,,,,,a64ea9623a021f428b644075fa99211263ca7360fbd09f055e5874485779d9ce,,"2,10","2,10",,,,,,,,,,,,
x,192,,Junayed,https://github.com/gsantner/markor/issues/162,12,0,0,Cursor position reset when switching away from app,12,../burt/data/TraceReplayer-Data/TR192/net.gsantner.markor-0.2.4/screenshots/net.gsantner.markor.User-Trace.1.net.gsantner.markor_0.2.4_markor12_augmented.png,../burt/data/TraceReplayer-Data/TR192/net.gsantner.markor-0.2.4/screenshots/net.gsantner.markor.User-Trace.1.net.gsantner.markor_0.2.4_markor12.png,open ../burt/data/TraceReplayer-Data/TR192/net.gsantner.markor-0.2.4/screenshots/net.gsantner.markor.User-Trace.1.net.gsantner.markor_0.2.4_markor12_augmented.png,open ../burt/data/TraceReplayer-Data/TR192/net.gsantner.markor-0.2.4/screenshots/net.gsantner.markor.User-Trace.1.net.gsantner.markor_0.2.4_markor12.png,Undesirable  behavior ,,Undesirable  behavior ,Easy,,Easy,4,ok,4,60fe6da5eaa144d7d03d34e758cd3935ad1568de4ca61e27fa6067ca59a5b05e,,,,,5,ok,,The previous coding is okay.,b78c759c528f2fa73c6942fa4169bdee60cc353f68142b930da0fe187de532fe,"15,16,17",60fe6da5eaa144d7d03d34e758cd3935ad1568de4ca61e27fa6067ca59a5b05e,5,S_OB_POS_COND,,
,,,,,,,,,,,,,,,,,,,,,,,b78c759c528f2fa73c6942fa4169bdee60cc353f68142b930da0fe187de532fe,,"15,16,17","15,16,17",,,,,,,,,,,,
x,192,,Junayed,https://github.com/gsantner/markor/issues/162,12,1,8.1,Cursor goes back to the initial position.,12,../burt/data/TraceReplayer-Data/TR192/net.gsantner.markor-0.2.4/screenshots/net.gsantner.markor.User-Trace.1.net.gsantner.markor_0.2.4_markor12_augmented.png,../burt/data/TraceReplayer-Data/TR192/net.gsantner.markor-0.2.4/screenshots/net.gsantner.markor.User-Trace.1.net.gsantner.markor_0.2.4_markor12.png,open ../burt/data/TraceReplayer-Data/TR192/net.gsantner.markor-0.2.4/screenshots/net.gsantner.markor.User-Trace.1.net.gsantner.markor_0.2.4_markor12_augmented.png,open ../burt/data/TraceReplayer-Data/TR192/net.gsantner.markor-0.2.4/screenshots/net.gsantner.markor.User-Trace.1.net.gsantner.markor_0.2.4_markor12.png,Undesirable  behavior ,,Undesirable  behavior ,Easy,,Easy,4,ok,4,60fe6da5eaa144d7d03d34e758cd3935ad1568de4ca61e27fa6067ca59a5b05e,,,,,5,ok,,,b78c759c528f2fa73c6942fa4169bdee60cc353f68142b930da0fe187de532fe,"15,16,17",60fe6da5eaa144d7d03d34e758cd3935ad1568de4ca61e27fa6067ca59a5b05e,5,S_OB_SIMPLE_PRESENT,,
,,,,,,,,,,,,,,,,,,,,,,,b78c759c528f2fa73c6942fa4169bdee60cc353f68142b930da0fe187de532fe,,"15,16,17","15,16,17",,,,,,,,,,,,
x,192,,Junayed,https://github.com/gsantner/markor/issues/162,12,2,8.1,"If you insert the image after switching back, it'll be inserted at the beginning of the file.",12,../burt/data/TraceReplayer-Data/TR192/net.gsantner.markor-0.2.4/screenshots/net.gsantner.markor.User-Trace.1.net.gsantner.markor_0.2.4_markor12_augmented.png,../burt/data/TraceReplayer-Data/TR192/net.gsantner.markor-0.2.4/screenshots/net.gsantner.markor.User-Trace.1.net.gsantner.markor_0.2.4_markor12.png,open ../burt/data/TraceReplayer-Data/TR192/net.gsantner.markor-0.2.4/screenshots/net.gsantner.markor.User-Trace.1.net.gsantner.markor_0.2.4_markor12_augmented.png,open ../burt/data/TraceReplayer-Data/TR192/net.gsantner.markor-0.2.4/screenshots/net.gsantner.markor.User-Trace.1.net.gsantner.markor_0.2.4_markor12.png,Undesirable  behavior ,,Undesirable  behavior ,Easy,,Easy,4,ok,4,60fe6da5eaa144d7d03d34e758cd3935ad1568de4ca61e27fa6067ca59a5b05e,,,,,5,ok,,,b78c759c528f2fa73c6942fa4169bdee60cc353f68142b930da0fe187de532fe,"15,16,17",60fe6da5eaa144d7d03d34e758cd3935ad1568de4ca61e27fa6067ca59a5b05e,5,S_OB_SIMPLE_PRESENT,,
,,,,,,,,,,,,,,,,,,,,,,,b78c759c528f2fa73c6942fa4169bdee60cc353f68142b930da0fe187de532fe,,"15,16,17","15,16,17",,,,,,,,,,,,
x,199,,Junayed,https://github.com/inaturalist/iNaturalistAndroid/issues/219,11,0,0,Autosync Does Not Activate After Regaining Connectivity,11,../burt/data/TraceReplayer-Data/TR199/org.inaturalist.android-1.4.6/screenshots/org.inaturalist.android.User-Trace.1.org.inaturalist.android_1.4.6_inaturalist11_augmented.png,../burt/data/TraceReplayer-Data/TR199/org.inaturalist.android-1.4.6/screenshots/org.inaturalist.android.User-Trace.1.org.inaturalist.android_1.4.6_inaturalist11.png,open ../burt/data/TraceReplayer-Data/TR199/org.inaturalist.android-1.4.6/screenshots/org.inaturalist.android.User-Trace.1.org.inaturalist.android_1.4.6_inaturalist11_augmented.png,open ../burt/data/TraceReplayer-Data/TR199/org.inaturalist.android-1.4.6/screenshots/org.inaturalist.android.User-Trace.1.org.inaturalist.android_1.4.6_inaturalist11.png,Component is not displayed (correctly),,Component is not displayed (correctly),Easy,,Easy,4,ok,4,0168c632f4a025d7984edf3eb7431ac08c5b4fd4121f2dccc10ae13ab8216412,,,,,4,ok,,The previous coding is okay.,55657b75cda3bfcb6aa609966b75d93b4d614e5e5fbd24ec583038974face369,2,0168c632f4a025d7984edf3eb7431ac08c5b4fd4121f2dccc10ae13ab8216412,4,"S_OB_NEG_AUX_VERB
S_OB_NEG_AFTER",,
,,,,,,,,,,,,,,,,,,,,,,,55657b75cda3bfcb6aa609966b75d93b4d614e5e5fbd24ec583038974face369,,2,2,,,,,,ef52782850afe83f9ef4266d58755f7dd4f8b477764892d772dbf5fa7d7afd22,2,,,,,
,,,,,,,,,,,,,,,,,,,,,,,ef52782850afe83f9ef4266d58755f7dd4f8b477764892d772dbf5fa7d7afd22,,2,2,,,,,,,,,,,,
x,199,,Junayed,https://github.com/inaturalist/iNaturalistAndroid/issues/219,11,1,2.4,4. Obs remain in Waiting for Upload... state and pull to refresh does not activate a sync.,11,../burt/data/TraceReplayer-Data/TR199/org.inaturalist.android-1.4.6/screenshots/org.inaturalist.android.User-Trace.1.org.inaturalist.android_1.4.6_inaturalist11_augmented.png,../burt/data/TraceReplayer-Data/TR199/org.inaturalist.android-1.4.6/screenshots/org.inaturalist.android.User-Trace.1.org.inaturalist.android_1.4.6_inaturalist11.png,open ../burt/data/TraceReplayer-Data/TR199/org.inaturalist.android-1.4.6/screenshots/org.inaturalist.android.User-Trace.1.org.inaturalist.android_1.4.6_inaturalist11_augmented.png,open ../burt/data/TraceReplayer-Data/TR199/org.inaturalist.android-1.4.6/screenshots/org.inaturalist.android.User-Trace.1.org.inaturalist.android_1.4.6_inaturalist11.png,Component is not displayed (correctly),,Component is not displayed (correctly),Easy,,Easy,5,4,5,0168c632f4a025d7984edf3eb7431ac08c5b4fd4121f2dccc10ae13ab8216412,,,,,4,ok,,,55657b75cda3bfcb6aa609966b75d93b4d614e5e5fbd24ec583038974face369,2,0168c632f4a025d7984edf3eb7431ac08c5b4fd4121f2dccc10ae13ab8216412,4,S_OB_NEG_AUX_VERB,,
,,,,,,,,,,,,,,,,,,,,,,,55657b75cda3bfcb6aa609966b75d93b4d614e5e5fbd24ec583038974face369,,2,2,,,,,,ef52782850afe83f9ef4266d58755f7dd4f8b477764892d772dbf5fa7d7afd22,2,,,,,
,,,,,,,,,,,,,,,,,,,,,,,ef52782850afe83f9ef4266d58755f7dd4f8b477764892d772dbf5fa7d7afd22,,2,2,,,,,,,,,,,,
x,200,,Antu,https://github.com/inaturalist/iNaturalistAndroid/issues/237,9,0,0,Ghost thumbnail image in observation list view,9,../burt/data/TraceReplayer-Data/TR200/org.inaturalist.android-1.4.6/screenshots/org.inaturalist.android.User-Trace.1.org.inaturalist.android_1.4.6_inaturalist9_augmented.png,../burt/data/TraceReplayer-Data/TR200/org.inaturalist.android-1.4.6/screenshots/org.inaturalist.android.User-Trace.1.org.inaturalist.android_1.4.6_inaturalist9.png,open ../burt/data/TraceReplayer-Data/TR200/org.inaturalist.android-1.4.6/screenshots/org.inaturalist.android.User-Trace.1.org.inaturalist.android_1.4.6_inaturalist9_augmented.png,open ../burt/data/TraceReplayer-Data/TR200/org.inaturalist.android-1.4.6/screenshots/org.inaturalist.android.User-Trace.1.org.inaturalist.android_1.4.6_inaturalist9.png,Undesirable component,,Undesirable component,Hard,,Hard,2,ok,2,0168c632f4a025d7984edf3eb7431ac08c5b4fd4121f2dccc10ae13ab8216412,,,,0168c632f4a025d7984edf3eb7431ac08c5b4fd4121f2dccc10ae13ab8216412,2,,,The previous coding is okay.,ef52782850afe83f9ef4266d58755f7dd4f8b477764892d772dbf5fa7d7afd22,2,0168c632f4a025d7984edf3eb7431ac08c5b4fd4121f2dccc10ae13ab8216412,2,S_OB_PROBLEM_IN,,
,,,,,,,,,,,,,,,,,,,,,,,3777be9509c853e63b70ff749cacba34117bb6c2584ab8146b4215f36f7520a5,,,,3777be9509c853e63b70ff749cacba34117bb6c2584ab8146b4215f36f7520a5,"2,7",,,,fcde2d1dd829ff0bed7b1a76fe9015748a430de7f52c57ca5e4f0276691114d2,2,3777be9509c853e63b70ff749cacba34117bb6c2584ab8146b4215f36f7520a5,"2,7",,,
,,,,,,,,,,,,,,,,,,,,,,,ef52782850afe83f9ef4266d58755f7dd4f8b477764892d772dbf5fa7d7afd22,ef52782850afe83f9ef4266d58755f7dd4f8b477764892d772dbf5fa7d7afd22,2,2,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,fcde2d1dd829ff0bed7b1a76fe9015748a430de7f52c57ca5e4f0276691114d2,fcde2d1dd829ff0bed7b1a76fe9015748a430de7f52c57ca5e4f0276691114d2,2,2,,,,,,,,,,,,
x,200,,Antu,https://github.com/inaturalist/iNaturalistAndroid/issues/237,9,1,1.1,"When I create an observation without an image and go back to the My Observations list, there is an image there from another one of my obs.",9,../burt/data/TraceReplayer-Data/TR200/org.inaturalist.android-1.4.6/screenshots/org.inaturalist.android.User-Trace.1.org.inaturalist.android_1.4.6_inaturalist9_augmented.png,../burt/data/TraceReplayer-Data/TR200/org.inaturalist.android-1.4.6/screenshots/org.inaturalist.android.User-Trace.1.org.inaturalist.android_1.4.6_inaturalist9.png,open ../burt/data/TraceReplayer-Data/TR200/org.inaturalist.android-1.4.6/screenshots/org.inaturalist.android.User-Trace.1.org.inaturalist.android_1.4.6_inaturalist9_augmented.png,open ../burt/data/TraceReplayer-Data/TR200/org.inaturalist.android-1.4.6/screenshots/org.inaturalist.android.User-Trace.1.org.inaturalist.android_1.4.6_inaturalist9.png,Undesirable component,,Undesirable component,Easy,,Easy,5,ok,5,0168c632f4a025d7984edf3eb7431ac08c5b4fd4121f2dccc10ae13ab8216412,,,,0168c632f4a025d7984edf3eb7431ac08c5b4fd4121f2dccc10ae13ab8216412,2,,,,ef52782850afe83f9ef4266d58755f7dd4f8b477764892d772dbf5fa7d7afd22,2,0168c632f4a025d7984edf3eb7431ac08c5b4fd4121f2dccc10ae13ab8216412,2,S_OB_COND_POS,,
,,,,,,,,,,,,,,,,,,,,,,,3777be9509c853e63b70ff749cacba34117bb6c2584ab8146b4215f36f7520a5,,,,3777be9509c853e63b70ff749cacba34117bb6c2584ab8146b4215f36f7520a5,"2,7",,,,fcde2d1dd829ff0bed7b1a76fe9015748a430de7f52c57ca5e4f0276691114d2,2,3777be9509c853e63b70ff749cacba34117bb6c2584ab8146b4215f36f7520a5,"2,7",,,
,,,,,,,,,,,,,,,,,,,,,,,ef52782850afe83f9ef4266d58755f7dd4f8b477764892d772dbf5fa7d7afd22,ef52782850afe83f9ef4266d58755f7dd4f8b477764892d772dbf5fa7d7afd22,2,2,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,fcde2d1dd829ff0bed7b1a76fe9015748a430de7f52c57ca5e4f0276691114d2,fcde2d1dd829ff0bed7b1a76fe9015748a430de7f52c57ca5e4f0276691114d2,2,2,,,,,,,,,,,,
x,1033,,Antu,https://github.com/ankidroid/Anki-Android/issues/4801,5,0,0,"Bug: ""%"" are duplicated in ""Deck options""",5,../burt/data/TraceReplayer-Data/TR1033/com.ichi2.anki-2.9alpha18/screenshots/com.ichi2.anki.User-Trace.1.com.ichi2.anki_2.9alpha18_ankidroid5_augmented.png,../burt/data/TraceReplayer-Data/TR1033/com.ichi2.anki-2.9alpha18/screenshots/com.ichi2.anki.User-Trace.1.com.ichi2.anki_2.9alpha18_ankidroid5.png,open ../burt/data/TraceReplayer-Data/TR1033/com.ichi2.anki-2.9alpha18/screenshots/com.ichi2.anki.User-Trace.1.com.ichi2.anki_2.9alpha18_ankidroid5_augmented.png,open ../burt/data/TraceReplayer-Data/TR1033/com.ichi2.anki-2.9alpha18/screenshots/com.ichi2.anki.User-Trace.1.com.ichi2.anki_2.9alpha18_ankidroid5.png,Undesirable component,,Undesirable component,Easy,,Easy,4,ok,4,7fd0424aaa4d543eecdcce037d9ddef7976d20d63b9096a356995f332eb3a018,,,,7fd0424aaa4d543eecdcce037d9ddef7976d20d63b9096a356995f332eb3a018,"2,3,4,5",ok,,The previous coding is okay.,fb23cbc5cd12c65a8c8f0777d7bc0a55f055c292e4cacf90c237aee594eda23d,"5,6,7",7fd0424aaa4d543eecdcce037d9ddef7976d20d63b9096a356995f332eb3a018,"2,3,4,5",S_OB_NEG_ADV_ADJ,,
,,,,,,,,,,,,,,,,,,,,,,,fb23cbc5cd12c65a8c8f0777d7bc0a55f055c292e4cacf90c237aee594eda23d,fb23cbc5cd12c65a8c8f0777d7bc0a55f055c292e4cacf90c237aee594eda23d,"5,6,7","5,6,7",,,ok,,,,,,,,,
x,1033,,Antu,https://github.com/ankidroid/Anki-Android/issues/4801,5,1,11.1,"""%"" are duplicated on 2.9alpha18",5,../burt/data/TraceReplayer-Data/TR1033/com.ichi2.anki-2.9alpha18/screenshots/com.ichi2.anki.User-Trace.1.com.ichi2.anki_2.9alpha18_ankidroid5_augmented.png,../burt/data/TraceReplayer-Data/TR1033/com.ichi2.anki-2.9alpha18/screenshots/com.ichi2.anki.User-Trace.1.com.ichi2.anki_2.9alpha18_ankidroid5.png,open ../burt/data/TraceReplayer-Data/TR1033/com.ichi2.anki-2.9alpha18/screenshots/com.ichi2.anki.User-Trace.1.com.ichi2.anki_2.9alpha18_ankidroid5_augmented.png,open ../burt/data/TraceReplayer-Data/TR1033/com.ichi2.anki-2.9alpha18/screenshots/com.ichi2.anki.User-Trace.1.com.ichi2.anki_2.9alpha18_ankidroid5.png,Undesirable component,,Undesirable component,Hard,,Hard,2,ok,2,7fd0424aaa4d543eecdcce037d9ddef7976d20d63b9096a356995f332eb3a018,,,,7fd0424aaa4d543eecdcce037d9ddef7976d20d63b9096a356995f332eb3a018,"2,3,4,5",ok,,,fb23cbc5cd12c65a8c8f0777d7bc0a55f055c292e4cacf90c237aee594eda23d,"5,6,7",7fd0424aaa4d543eecdcce037d9ddef7976d20d63b9096a356995f332eb3a018,"2,3,4,5",S_OB_NEG_ADV_ADJ,,
,,,,,,,,,,,,,,,,,,,,,,,fb23cbc5cd12c65a8c8f0777d7bc0a55f055c292e4cacf90c237aee594eda23d,fb23cbc5cd12c65a8c8f0777d7bc0a55f055c292e4cacf90c237aee594eda23d,"5,6,7","5,6,7",,,ok,,,,,,,,,
x,1150,,Antu,https://github.com/barbeau/gpstest/issues/315,11,0,0,"""Help->About"" language doesn't change when language setting is changed",11,../burt/data/TraceReplayer-Data/TR1150/com.android.gpstest-3.3.3/screenshots/com.android.gpstest.User-Trace.1.com.android.gpstest_3.3.3_gpstest11_augmented.png,../burt/data/TraceReplayer-Data/TR1150/com.android.gpstest-3.3.3/screenshots/com.android.gpstest.User-Trace.1.com.android.gpstest_3.3.3_gpstest11.png,open ../burt/data/TraceReplayer-Data/TR1150/com.android.gpstest-3.3.3/screenshots/com.android.gpstest.User-Trace.1.com.android.gpstest_3.3.3_gpstest11_augmented.png,open ../burt/data/TraceReplayer-Data/TR1150/com.android.gpstest-3.3.3/screenshots/com.android.gpstest.User-Trace.1.com.android.gpstest_3.3.3_gpstest11.png,Undesirable  behavior ,,Undesirable  behavior ,Easy,,Easy,5,ok,5,d155d268b76859d16b85dba97965621b89c17c3c118e516862cbaba59b17a6cd,d155d268b76859d16b85dba97965621b89c17c3c118e516862cbaba59b17a6cd,3,3,,,ok,,Dataset is updated. So the GT is also updated.,d155d268b76859d16b85dba97965621b89c17c3c118e516862cbaba59b17a6cd,3,0a763ce20f8792c78742edb925e8ce6355ad811342561fa0d8e7558e1e84491b,,S_OB_NEG_AUX_VERB,,
,,,,,,,,,,,,,,,,,,,,,,,,a9eb445e89a22d5c2e6cb5761a54aa2c5bc6934ead3be5f3584b1040a64b94c9,,"2,3,4,5,6,7,8,9,10,11",,,,,,,,6f6e5740608a2255f89ac01979631d1c7f4bf7bbfb88680a33abd7361cde7079,,,,
,,,,,,,,,,,,,,,,,,,,,,,deae058316fa1a46ee7b281f818d4a467ae3b76a11e2b03abc53693980a96246,,,,deae058316fa1a46ee7b281f818d4a467ae3b76a11e2b03abc53693980a96246,,ok,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,f5ce8e066c3124367128aae3cf9e23c0170b9002b8a9113f699f644efca04b72,,,,f5ce8e066c3124367128aae3cf9e23c0170b9002b8a9113f699f644efca04b72,,ok,,,,,,,,,
x,1150,,Antu,https://github.com/barbeau/gpstest/issues/315,11,1,2.1,"The language of the ""Help->About"" screen isn't currently affected by the ""Setting->Language"" setting.",11,../burt/data/TraceReplayer-Data/TR1150/com.android.gpstest-3.3.3/screenshots/com.android.gpstest.User-Trace.1.com.android.gpstest_3.3.3_gpstest11_augmented.png,../burt/data/TraceReplayer-Data/TR1150/com.android.gpstest-3.3.3/screenshots/com.android.gpstest.User-Trace.1.com.android.gpstest_3.3.3_gpstest11.png,open ../burt/data/TraceReplayer-Data/TR1150/com.android.gpstest-3.3.3/screenshots/com.android.gpstest.User-Trace.1.com.android.gpstest_3.3.3_gpstest11_augmented.png,open ../burt/data/TraceReplayer-Data/TR1150/com.android.gpstest-3.3.3/screenshots/com.android.gpstest.User-Trace.1.com.android.gpstest_3.3.3_gpstest11.png,Undesirable  behavior ,,Undesirable  behavior ,Easy,,Easy,5,ok,5,d155d268b76859d16b85dba97965621b89c17c3c118e516862cbaba59b17a6cd,d155d268b76859d16b85dba97965621b89c17c3c118e516862cbaba59b17a6cd,3,3,,,ok,,,d155d268b76859d16b85dba97965621b89c17c3c118e516862cbaba59b17a6cd,3,0a763ce20f8792c78742edb925e8ce6355ad811342561fa0d8e7558e1e84491b,,S_OB_NEG_AUX_VERB,,
,,,,,,,,,,,,,,,,,,,,,,,,a9eb445e89a22d5c2e6cb5761a54aa2c5bc6934ead3be5f3584b1040a64b94c9,,"2,3,4,5,6,7,8,9,10,11",,,,,,,,6f6e5740608a2255f89ac01979631d1c7f4bf7bbfb88680a33abd7361cde7079,,,,
,,,,,,,,,,,,,,,,,,,,,,,deae058316fa1a46ee7b281f818d4a467ae3b76a11e2b03abc53693980a96246,,,,deae058316fa1a46ee7b281f818d4a467ae3b76a11e2b03abc53693980a96246,,ok,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,f5ce8e066c3124367128aae3cf9e23c0170b9002b8a9113f699f644efca04b72,,,,f5ce8e066c3124367128aae3cf9e23c0170b9002b8a9113f699f644efca04b72,,ok,,,,,,,,,
x,1150,,Antu,https://github.com/barbeau/gpstest/issues/315,11,2,8.1,"The ""Help->About"" screen is shown in the Android system settings language and ignores the GPSTest language setting.",11,../burt/data/TraceReplayer-Data/TR1150/com.android.gpstest-3.3.3/screenshots/com.android.gpstest.User-Trace.1.com.android.gpstest_3.3.3_gpstest11_augmented.png,../burt/data/TraceReplayer-Data/TR1150/com.android.gpstest-3.3.3/screenshots/com.android.gpstest.User-Trace.1.com.android.gpstest_3.3.3_gpstest11.png,open ../burt/data/TraceReplayer-Data/TR1150/com.android.gpstest-3.3.3/screenshots/com.android.gpstest.User-Trace.1.com.android.gpstest_3.3.3_gpstest11_augmented.png,open ../burt/data/TraceReplayer-Data/TR1150/com.android.gpstest-3.3.3/screenshots/com.android.gpstest.User-Trace.1.com.android.gpstest_3.3.3_gpstest11.png,Undesirable  behavior ,,Undesirable  behavior ,Easy,,Easy,5,ok,5,d155d268b76859d16b85dba97965621b89c17c3c118e516862cbaba59b17a6cd,d155d268b76859d16b85dba97965621b89c17c3c118e516862cbaba59b17a6cd,3,3,,,ok,,,d155d268b76859d16b85dba97965621b89c17c3c118e516862cbaba59b17a6cd,3,0a763ce20f8792c78742edb925e8ce6355ad811342561fa0d8e7558e1e84491b,,S_OB_NEG_VERB,,
,,,,,,,,,,,,,,,,,,,,,,,,a9eb445e89a22d5c2e6cb5761a54aa2c5bc6934ead3be5f3584b1040a64b94c9,,"2,3,4,5,6,7,8,9,10,11",,,,,,,,6f6e5740608a2255f89ac01979631d1c7f4bf7bbfb88680a33abd7361cde7079,,,,
,,,,,,,,,,,,,,,,,,,,,,,deae058316fa1a46ee7b281f818d4a467ae3b76a11e2b03abc53693980a96246,,,,deae058316fa1a46ee7b281f818d4a467ae3b76a11e2b03abc53693980a96246,,ok,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,f5ce8e066c3124367128aae3cf9e23c0170b9002b8a9113f699f644efca04b72,,,,f5ce8e066c3124367128aae3cf9e23c0170b9002b8a9113f699f644efca04b72,,ok,,,,,,,,,
x,1197,,Antu,https://github.com/Swati4star/Images-to-PDF/issues/154,20,0,0,[Bug] Nothing happens when we try to add password to already password protected PDF,20,../burt/data/TraceReplayer-Data/TR1197/swati4star.createpdf-2.5/screenshots/swati4star.createpdf.User-Trace.1.swati4star.createpdf_2.5_pdfconverter20_augmented.png,../burt/data/TraceReplayer-Data/TR1197/swati4star.createpdf-2.5/screenshots/swati4star.createpdf.User-Trace.1.swati4star.createpdf_2.5_pdfconverter20.png,open ../burt/data/TraceReplayer-Data/TR1197/swati4star.createpdf-2.5/screenshots/swati4star.createpdf.User-Trace.1.swati4star.createpdf_2.5_pdfconverter20_augmented.png,open ../burt/data/TraceReplayer-Data/TR1197/swati4star.createpdf-2.5/screenshots/swati4star.createpdf.User-Trace.1.swati4star.createpdf_2.5_pdfconverter20.png,Undesirable  behavior ,,Undesirable  behavior ,Easy,,Easy,4,ok,4,4e5decf3ee20e2e42a9f68f5c17862f1758d9b3351865206b64796444b4d307f,4e5decf3ee20e2e42a9f68f5c17862f1758d9b3351865206b64796444b4d307f,"1,2,5","1,2,5",,,ok,,The previous coding is okay.,4e5decf3ee20e2e42a9f68f5c17862f1758d9b3351865206b64796444b4d307f,"1,2,5",8bd771e28eba5ece8c3ce59f46fb8ac64b2fc766ac33cf4afa831bc9b67fcda6,,S_OB_NO_NOUN,,
,,,,,,,,,,,,,,,,,,,,,,,8bd771e28eba5ece8c3ce59f46fb8ac64b2fc766ac33cf4afa831bc9b67fcda6,,,,8bd771e28eba5ece8c3ce59f46fb8ac64b2fc766ac33cf4afa831bc9b67fcda6,,ok,,,32d5e6a2499f6c734b4560df483e69fee4047fc16805f5a45de1c154493ffcba,"1,2,5",cd17c0ac70370987547c54daf3f22a530f9ac3c2ab01e47d5eb6fbeb6c590e7c,,,,
,,,,,,,,,,,,,,,,,,,,,,,32d5e6a2499f6c734b4560df483e69fee4047fc16805f5a45de1c154493ffcba,32d5e6a2499f6c734b4560df483e69fee4047fc16805f5a45de1c154493ffcba,"1,2,5","1,2,5",,,ok,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,cd17c0ac70370987547c54daf3f22a530f9ac3c2ab01e47d5eb6fbeb6c590e7c,,,,cd17c0ac70370987547c54daf3f22a530f9ac3c2ab01e47d5eb6fbeb6c590e7c,,ok,,,,,,,,,
