Bug-ID;OB-ID;OB-Text;Top-3-Screens;Sequence-IDs;Screenshot-Paths
Bug1299;1;Following exception occurs after importing a sample csv, going to Collect, and pressing the +1 button.;{'2e24fc20385d44bccc827cfc1187b8b6a70d8baf69318294a0f772a1fb4f7f17': 3.7049024, '5d2c40f09fca8fcc98f3bc453fdf60ca1a498c2f702519cbecab887297ebaa69': 2.2232802, '71ef7eff024402b75d00aa2bdaf606ad9d46048be38fe85d681ed685dd7cc19c': -0.29532325};[10, 51, 12];['../data/TraceReplayer-Data/TR1299/com.fieldbook.tracker-4.3.3/screenshots/com.fieldbook.tracker.User-Trace.1.com.fieldbook.tracker_4.3.3_fieldbook9.png', '../data/TraceReplayer-Data/TR1299/com.fieldbook.tracker-4.3.3/screenshots/com.fieldbook.tracker.User-Trace.1.com.fieldbook.tracker_4.3.3_fieldbook50.png', '../data/TraceReplayer-Data/TR1299/com.fieldbook.tracker-4.3.3/screenshots/com.fieldbook.tracker.User-Trace.1.com.fieldbook.tracker_4.3.3_fieldbook11.png']
Bug1299;2;6. Click any button (other than primary/secondary choice) on this page and the app crashes;{'71ef7eff024402b75d00aa2bdaf606ad9d46048be38fe85d681ed685dd7cc19c': 0.85748684, '18e0a03ff2826075207970099afe784532f2acd959bd989928fbb4e43a698187': 0.7121557, 'c4115ce2f055969c5a8450a4ae776bb9f0aaad15e534ac215ca60ce9e6d232a2': 0.58134085};[12, 14, 11];['../data/TraceReplayer-Data/TR1299/com.fieldbook.tracker-4.3.3/screenshots/com.fieldbook.tracker.User-Trace.1.com.fieldbook.tracker_4.3.3_fieldbook11.png', '../data/TraceReplayer-Data/TR1299/com.fieldbook.tracker-4.3.3/screenshots/com.fieldbook.tracker.User-Trace.1.com.fieldbook.tracker_4.3.3_fieldbook13.png', '../data/TraceReplayer-Data/TR1299/com.fieldbook.tracker-4.3.3/screenshots/com.fieldbook.tracker.User-Trace.1.com.fieldbook.tracker_4.3.3_fieldbook14.png']
Bug1399;0;redundant camera dialog;{'ad41e7f2e73e4e533bb9f1b4c59f36302e57e0a958e977b09a97d5c2cabb10d2': 1.8342971, '71db31407b3b6c4164633dcff3b50b8e748608002ac1f5e1d02b63dff8bfa8b4': 1.0893145, 'a8bc785ededdd19cc8b7e0b995d5cd228bbb8cc24a27954f090745dfb1e50f47': 0.62507915};[15, 2, 35];['../data/TraceReplayer-Data/TR1399/org.fossasia.phimpme-1.4.0/screenshots/org.fossasia.phimpme.User-Trace.1.org.fossasia.phimpme_1.4.0_phimpme14.png', '../data/TraceReplayer-Data/TR1399/org.fossasia.phimpme-1.4.0/screenshots/org.fossasia.phimpme.User-Trace.1.org.fossasia.phimpme_1.4.0_phimpme1.png', '../data/TraceReplayer-Data/TR1399/org.fossasia.phimpme-1.4.0/screenshots/org.fossasia.phimpme.User-Trace.1.org.fossasia.phimpme_1.4.0_phimpme34.png']
Bug1399;1;after resetting the settings, a dialog appears while opening up the camera settings for the first time which navigates to the camera.;{'ad41e7f2e73e4e533bb9f1b4c59f36302e57e0a958e977b09a97d5c2cabb10d2': 2.9961522, 'a8bc785ededdd19cc8b7e0b995d5cd228bbb8cc24a27954f090745dfb1e50f47': 1.9334235, 'd3a02c174dcec11b1f1f7762e0138075fc3aed227d6581300262416b8c632871': 1.9334235};[15, 35, 10];['../data/TraceReplayer-Data/TR1399/org.fossasia.phimpme-1.4.0/screenshots/org.fossasia.phimpme.User-Trace.1.org.fossasia.phimpme_1.4.0_phimpme14.png', '../data/TraceReplayer-Data/TR1399/org.fossasia.phimpme-1.4.0/screenshots/org.fossasia.phimpme.User-Trace.1.org.fossasia.phimpme_1.4.0_phimpme34.png', '../data/TraceReplayer-Data/TR1399/org.fossasia.phimpme-1.4.0/screenshots/org.fossasia.phimpme.User-Trace.1.org.fossasia.phimpme_1.4.0_phimpme32.png']
Bug1399;2;a dialog would appear which directs to camera on clicking ok.;{'ad41e7f2e73e4e533bb9f1b4c59f36302e57e0a958e977b09a97d5c2cabb10d2': 2.1376388, '4f13f218ad32e7be26631efe1b9e89be087b1e4d0ffafd051fa3670eb2b0f37b': 0.04741195, 'f457bef477e7ff779fae01c090955f4430d6f1caea6eb4a95456e65272cb219b': 0.03391537};[15, 17, 6];['../data/TraceReplayer-Data/TR1399/org.fossasia.phimpme-1.4.0/screenshots/org.fossasia.phimpme.User-Trace.1.org.fossasia.phimpme_1.4.0_phimpme14.png', '../data/TraceReplayer-Data/TR1399/org.fossasia.phimpme-1.4.0/screenshots/org.fossasia.phimpme.User-Trace.1.org.fossasia.phimpme_1.4.0_phimpme16.png', '../data/TraceReplayer-Data/TR1399/org.fossasia.phimpme-1.4.0/screenshots/org.fossasia.phimpme.User-Trace.1.org.fossasia.phimpme_1.4.0_phimpme5.png']
Bug1430;0;Crash after deleting a program that is in progress;{'487a250d6b72e970336d11808394b9b523c564e291d00a91b6a3ea3c89c4d08b': 2.126997, '619071017aaf02511eba249a14d110ed75f795fc82b41e3a37dd1777cf8c8f54': -0.17020145, 'c1c28404562274830a81fdbd05c8b023f576853fc475f0f819f1d18ea982768b': -0.367397};[19, 11, 10];['../data/TraceReplayer-Data/TR1430/com.easyfitness-0.19.0.1/screenshots/com.easyfitness.User-Trace.1.com.easyfitness_0.19.0.1_fastnfitness18.png', '../data/TraceReplayer-Data/TR1430/com.easyfitness-0.19.0.1/screenshots/com.easyfitness.User-Trace.1.com.easyfitness_0.19.0.1_fastnfitness11.png', '../data/TraceReplayer-Data/TR1430/com.easyfitness-0.19.0.1/screenshots/com.easyfitness.User-Trace.1.com.easyfitness_0.19.0.1_fastnfitness9.png']
Bug1430;1;"If you start a program, then go to delete it without first stopping it, then the next time you go back into ""Workout"" the application will crash.";{'619071017aaf02511eba249a14d110ed75f795fc82b41e3a37dd1777cf8c8f54': 2.4685361, '93d86e7c48db9017bc9b09ce380e857728173a2658bba1e866aa7cfe849d47f7': 2.3817968, '487a250d6b72e970336d11808394b9b523c564e291d00a91b6a3ea3c89c4d08b': 2.298798};[11, 1, 19];['../data/TraceReplayer-Data/TR1430/com.easyfitness-0.19.0.1/screenshots/com.easyfitness.User-Trace.1.com.easyfitness_0.19.0.1_fastnfitness11.png', '../data/TraceReplayer-Data/TR1430/com.easyfitness-0.19.0.1/screenshots/com.easyfitness.User-Trace.1.com.easyfitness_0.19.0.1_fastnfitness0.png', '../data/TraceReplayer-Data/TR1430/com.easyfitness-0.19.0.1/screenshots/com.easyfitness.User-Trace.1.com.easyfitness_0.19.0.1_fastnfitness18.png']
Bug1430;2;It will be stuck in a crash loop.;{'7dc0ecb412c8115ab5f890684aa866f751b8587206fa4a03cdd791ae1120201d': -1.7473129, '69e98fecf2e1c2c0ed45252b050538d6530867926d1830667850634734db3854': -1.7659564, '38c9fed329262124ab735299eefded0a8b4b93154ea30de5d7b0f47c15105181': -1.8506204};[21, 13, 24];['../data/TraceReplayer-Data/TR1430/com.easyfitness-0.19.0.1/screenshots/com.easyfitness.User-Trace.1.com.easyfitness_0.19.0.1_fastnfitness20.png', '../data/TraceReplayer-Data/TR1430/com.easyfitness-0.19.0.1/screenshots/com.easyfitness.User-Trace.1.com.easyfitness_0.19.0.1_fastnfitness17.png', '../data/TraceReplayer-Data/TR1430/com.easyfitness-0.19.0.1/screenshots/com.easyfitness.User-Trace.1.com.easyfitness_0.19.0.1_fastnfitness24.png']
Bug1430;3;The application will crash.;{'69e98fecf2e1c2c0ed45252b050538d6530867926d1830667850634734db3854': -0.63811266, '38c9fed329262124ab735299eefded0a8b4b93154ea30de5d7b0f47c15105181': -0.78331274, '487a250d6b72e970336d11808394b9b523c564e291d00a91b6a3ea3c89c4d08b': -0.89198446};[13, 24, 19];['../data/TraceReplayer-Data/TR1430/com.easyfitness-0.19.0.1/screenshots/com.easyfitness.User-Trace.1.com.easyfitness_0.19.0.1_fastnfitness17.png', '../data/TraceReplayer-Data/TR1430/com.easyfitness-0.19.0.1/screenshots/com.easyfitness.User-Trace.1.com.easyfitness_0.19.0.1_fastnfitness24.png', '../data/TraceReplayer-Data/TR1430/com.easyfitness-0.19.0.1/screenshots/com.easyfitness.User-Trace.1.com.easyfitness_0.19.0.1_fastnfitness18.png']
Bug1441;0;Issue manually entering fishing spot coordinates;{'f017eceeb377db602bbb7d45fafae25a710f7cc26c4c610b0b80e9cc325ca3c3': 3.6621294, '2964c200a066c790b6a1d51af6abd63cac6733ae6b3e0a3e2aea9117a7692a0a': 3.6487043, 'ff46457bdd846550b08962502bd2e8fe9703dcb0c73ac3db311aed11a5454cac': 3.5971794};[19, 37, 6];['../data/TraceReplayer-Data/TR1441/com.cohenadair.anglerslog-1.2.5/screenshots/com.cohenadair.anglerslog.User-Trace.1.com.cohenadair.anglerslog_1.2.5_anglerslog18.png', '../data/TraceReplayer-Data/TR1441/com.cohenadair.anglerslog-1.2.5/screenshots/com.cohenadair.anglerslog.User-Trace.1.com.cohenadair.anglerslog_1.2.5_anglerslog36.png', '../data/TraceReplayer-Data/TR1441/com.cohenadair.anglerslog-1.2.5/screenshots/com.cohenadair.anglerslog.User-Trace.1.com.cohenadair.anglerslog_1.2.5_anglerslog6.png']
Bug1441;1;"If the ""sync"" icon isn't clicked after manually entering coordinates, the fishing spot's coordinates aren't updated accordingly.";{'2964c200a066c790b6a1d51af6abd63cac6733ae6b3e0a3e2aea9117a7692a0a': 3.771357, 'f017eceeb377db602bbb7d45fafae25a710f7cc26c4c610b0b80e9cc325ca3c3': 3.6297245, 'ff46457bdd846550b08962502bd2e8fe9703dcb0c73ac3db311aed11a5454cac': 3.4622712};[37, 19, 6];['../data/TraceReplayer-Data/TR1441/com.cohenadair.anglerslog-1.2.5/screenshots/com.cohenadair.anglerslog.User-Trace.1.com.cohenadair.anglerslog_1.2.5_anglerslog36.png', '../data/TraceReplayer-Data/TR1441/com.cohenadair.anglerslog-1.2.5/screenshots/com.cohenadair.anglerslog.User-Trace.1.com.cohenadair.anglerslog_1.2.5_anglerslog18.png', '../data/TraceReplayer-Data/TR1441/com.cohenadair.anglerslog-1.2.5/screenshots/com.cohenadair.anglerslog.User-Trace.1.com.cohenadair.anglerslog_1.2.5_anglerslog6.png']
Bug1441;2;5. In the edit location screen the coordinates are not correct;{'413305e49db306c713723339ca02549232cf00c8257937dbe4be5650275802ea': 0.8869529, 'd01b1f6e00627773974be635df3731fa9c90410c619a8c4b5019b469a45aede4': 0.8675358, 'b64cbd1445b0b561604673602f29ff2915dd6687f5e7c6e85fee7e562ce12a6b': 0.6644206};[9, 10, 31];['../data/TraceReplayer-Data/TR1441/com.cohenadair.anglerslog-1.2.5/screenshots/com.cohenadair.anglerslog.User-Trace.1.com.cohenadair.anglerslog_1.2.5_anglerslog17.png', '../data/TraceReplayer-Data/TR1441/com.cohenadair.anglerslog-1.2.5/screenshots/com.cohenadair.anglerslog.User-Trace.1.com.cohenadair.anglerslog_1.2.5_anglerslog10.png', '../data/TraceReplayer-Data/TR1441/com.cohenadair.anglerslog-1.2.5/screenshots/com.cohenadair.anglerslog.User-Trace.1.com.cohenadair.anglerslog_1.2.5_anglerslog30.png']
Bug1481;0;Back behaviour broken for Article WebView;{'f198009805e4e3ffde5b491e15f342369b9d805d4063ab5ddbfc5e6f7ba5bb6e': 2.071076, '2ccf606883e14eb3cd2ff2e70bb3ee20fc4d5177b3743a5327fe9a22ca75a58e': 0.72228134, '5dad8fb339741aaace6b5ece3ea01e7af788fb94c8f589f294ad5d8337beed32': 0.5856366};[25, 3, 4];['../data/TraceReplayer-Data/TR1481/com.hexforhn.hex-0.1.0/screenshots/com.hexforhn.hex.User-Trace.1.com.hexforhn.hex_0.1.0_hex27.png', '../data/TraceReplayer-Data/TR1481/com.hexforhn.hex-0.1.0/screenshots/com.hexforhn.hex.User-Trace.1.com.hexforhn.hex_0.1.0_hex42.png', '../data/TraceReplayer-Data/TR1481/com.hexforhn.hex-0.1.0/screenshots/com.hexforhn.hex.User-Trace.1.com.hexforhn.hex_0.1.0_hex3.png']
Bug1481;1;Observe the the user is taken back to the front page rather than navigating back a page in the WebView.;{'077634828f83878f53872d6319b6a80a8b7ac15922c88c454f87e5f9e95a52db': 1.3362688, '689e73c5fa90a739f03a53baa133dc9020219288f88ab27daa02749eaceddaf4': 1.3199458, '77729a1fb79cd71941bd38c10bcf17938674d34dca3885cd24539204cdd595ca': 1.2849574};[55, 41, 1];['../data/TraceReplayer-Data/TR1481/com.hexforhn.hex-0.1.0/screenshots/com.hexforhn.hex.User-Trace.1.com.hexforhn.hex_0.1.0_hex57.png', '../data/TraceReplayer-Data/TR1481/com.hexforhn.hex-0.1.0/screenshots/com.hexforhn.hex.User-Trace.1.com.hexforhn.hex_0.1.0_hex43.png', '../data/TraceReplayer-Data/TR1481/com.hexforhn.hex-0.1.0/screenshots/com.hexforhn.hex.User-Trace.1.com.hexforhn.hex_0.1.0_hex16.png']
Bug1645;0;Crash in Add Exercise Dialog;{'845750004f4c97894210a2266ab8c0378a5ee908d954e56b729f134071cfc64e': 3.2478404, 'a719f24f2ba3535fb31b5888e77e3d996baa57a4b1fc098a093d1f70bd49f4e4': 3.210346, '5254db2c711d9a9b68b18eaeb7df691695d5b01d1d9d180fa74c7726a5726bd1': 0.16973522};[29, 31, 3];['../data/TraceReplayer-Data/TR1645/com.german_software_engineers.trainerapp-1.0/screenshots/com.german_software_engineers.trainerapp.User-Trace.1.com.german_software_engineers.trainerapp_1.0_trainerapp28.png', '../data/TraceReplayer-Data/TR1645/com.german_software_engineers.trainerapp-1.0/screenshots/com.german_software_engineers.trainerapp.User-Trace.1.com.german_software_engineers.trainerapp_1.0_trainerapp32.png', '../data/TraceReplayer-Data/TR1645/com.german_software_engineers.trainerapp-1.0/screenshots/com.german_software_engineers.trainerapp.User-Trace.1.com.german_software_engineers.trainerapp_1.0_trainerapp2.png']
Bug1645;1;App crashes if the user checks the Angle Box in the Add Exercise Dialog.;{'a719f24f2ba3535fb31b5888e77e3d996baa57a4b1fc098a093d1f70bd49f4e4': 4.2637577, '845750004f4c97894210a2266ab8c0378a5ee908d954e56b729f134071cfc64e': 3.571278, '6a40d56883c3db0ece8ca0b1b72e38039804a70a41eeb703c1bef5cff6c8dba6': 1.9215825};[31, 29, 34];['../data/TraceReplayer-Data/TR1645/com.german_software_engineers.trainerapp-1.0/screenshots/com.german_software_engineers.trainerapp.User-Trace.1.com.german_software_engineers.trainerapp_1.0_trainerapp32.png', '../data/TraceReplayer-Data/TR1645/com.german_software_engineers.trainerapp-1.0/screenshots/com.german_software_engineers.trainerapp.User-Trace.1.com.german_software_engineers.trainerapp_1.0_trainerapp28.png', '../data/TraceReplayer-Data/TR1645/com.german_software_engineers.trainerapp-1.0/screenshots/com.german_software_engineers.trainerapp.User-Trace.1.com.german_software_engineers.trainerapp_1.0_trainerapp34.png']
Bug1645;2;6. See the Error;{'c356444c9c0adab02363001d0e718fced066c0bb9f30966f899201266dec9a6a': -0.5640889, '1fd8822d8b3f9a34105a8f394e52d802c353ae74d5959a555031fadf9a005299': -0.78208876, '0ba98a7bf76cbf470a9ed483694c55244d616a06b0b15b195c25c87bc6ee0604': -0.86327565};[65, 64, 1];['../data/TraceReplayer-Data/TR1645/com.german_software_engineers.trainerapp-1.0/screenshots/com.german_software_engineers.trainerapp.User-Trace.1.com.german_software_engineers.trainerapp_1.0_trainerapp64.png', '../data/TraceReplayer-Data/TR1645/com.german_software_engineers.trainerapp-1.0/screenshots/com.german_software_engineers.trainerapp.User-Trace.1.com.german_software_engineers.trainerapp_1.0_trainerapp63.png', '../data/TraceReplayer-Data/TR1645/com.german_software_engineers.trainerapp-1.0/screenshots/com.german_software_engineers.trainerapp.User-Trace.1.com.german_software_engineers.trainerapp_1.0_trainerapp0.png']
Bug54;0;Save button makes the file not save;{'1f9c294889473a706b308a348e8b53e8ba352bd4a5789b60d4e900b2671065a5': 1.8837568, '47b7c1d0d0bb13da9fa529c4919adcd223ff34cf510232dec4c97ed3ff4d3c03': 0.88127184, '49ee475f49ab0ac77b3cfc0cef4d1277c28a2c8058cc71864c16c3f496b07f4e': 0.7317002};[3, 14, 12];['../data/TraceReplayer-Data/TR54/net.gsantner.markor-1.0.2/screenshots/net.gsantner.markor.User-Trace.1.net.gsantner.markor_1.0.2_markor2.png', '../data/TraceReplayer-Data/TR54/net.gsantner.markor-1.0.2/screenshots/net.gsantner.markor.User-Trace.1.net.gsantner.markor_1.0.2_markor13.png', '../data/TraceReplayer-Data/TR54/net.gsantner.markor-1.0.2/screenshots/net.gsantner.markor.User-Trace.1.net.gsantner.markor_1.0.2_markor17.png']
Bug54;1;6. Note is NOT created;{'d312c2562a3ba945ef5afcc7f18036b28c581e10b81e81e11feb89eb031b734e': 0.93155825, '24f97a3b2a0cbe86b0bc0ac6a635d1758dfab3640dc65e06b78e119ebdab53b8': 0.49216127, '8b209912f1ed733068fed8a4958fbf457cb0bb56f84c44e71cf99897a806731c': 0.35433337};[41, 42, 48];['../data/TraceReplayer-Data/TR54/net.gsantner.markor-1.0.2/screenshots/net.gsantner.markor.User-Trace.1.net.gsantner.markor_1.0.2_markor46.png', '../data/TraceReplayer-Data/TR54/net.gsantner.markor-1.0.2/screenshots/net.gsantner.markor.User-Trace.1.net.gsantner.markor_1.0.2_markor41.png', '../data/TraceReplayer-Data/TR54/net.gsantner.markor-1.0.2/screenshots/net.gsantner.markor.User-Trace.1.net.gsantner.markor_1.0.2_markor48.png']
Bug54;2;If I wait then the note is not created.;{'d312c2562a3ba945ef5afcc7f18036b28c581e10b81e81e11feb89eb031b734e': 0.6855928, '8b209912f1ed733068fed8a4958fbf457cb0bb56f84c44e71cf99897a806731c': 0.42237216, '24f97a3b2a0cbe86b0bc0ac6a635d1758dfab3640dc65e06b78e119ebdab53b8': 0.24070187};[41, 48, 42];['../data/TraceReplayer-Data/TR54/net.gsantner.markor-1.0.2/screenshots/net.gsantner.markor.User-Trace.1.net.gsantner.markor_1.0.2_markor46.png', '../data/TraceReplayer-Data/TR54/net.gsantner.markor-1.0.2/screenshots/net.gsantner.markor.User-Trace.1.net.gsantner.markor_1.0.2_markor48.png', '../data/TraceReplayer-Data/TR54/net.gsantner.markor-1.0.2/screenshots/net.gsantner.markor.User-Trace.1.net.gsantner.markor_1.0.2_markor41.png']
Bug76;0;File URI support detection overly strict;{'c47f10fbc152f91571549ca52e5baba8a6ac5730b087b609f33bb09d5679f879': 0.22137414, '4a7ba732f777d0d9b4c70d13de8a7d365f85eba4ef303dc3f06e30aa1156bf34': 0.0010030866, 'f71779fe05a774400bf84ca82c89a8d95f8754009ea1a254953276ac3e3991e5': -0.41870308};[41, 4, 7];['../data/TraceReplayer-Data/TR76/com.genonbeta.TrebleShot-1.2.9/screenshots/com.genonbeta.TrebleShot.User-Trace.1.com.genonbeta.TrebleShot_1.2.9_trebleshot19.png', '../data/TraceReplayer-Data/TR76/com.genonbeta.TrebleShot-1.2.9/screenshots/com.genonbeta.TrebleShot.User-Trace.1.com.genonbeta.TrebleShot_1.2.9_trebleshot3.png', '../data/TraceReplayer-Data/TR76/com.genonbeta.TrebleShot-1.2.9/screenshots/com.genonbeta.TrebleShot.User-Trace.1.com.genonbeta.TrebleShot_1.2.9_trebleshot6.png']
Bug76;1;External storage cannot be written to on Fire OS 5 (based on Android 5.1 Lollipop LOLLIPOP_MR1), despite Storage Access Framework (SAF) subtree support being added in 5.0 LOLLIPOP.;{'c47f10fbc152f91571549ca52e5baba8a6ac5730b087b609f33bb09d5679f879': 0.5113388, 'af7735fa285465303541c7bd8b2b9dec6909b2960ae11db02860c7fe5553ea00': 0.17147237, 'f71779fe05a774400bf84ca82c89a8d95f8754009ea1a254953276ac3e3991e5': 0.07397774};[41, 6, 7];['../data/TraceReplayer-Data/TR76/com.genonbeta.TrebleShot-1.2.9/screenshots/com.genonbeta.TrebleShot.User-Trace.1.com.genonbeta.TrebleShot_1.2.9_trebleshot19.png', '../data/TraceReplayer-Data/TR76/com.genonbeta.TrebleShot-1.2.9/screenshots/com.genonbeta.TrebleShot.User-Trace.1.com.genonbeta.TrebleShot_1.2.9_trebleshot43.png', '../data/TraceReplayer-Data/TR76/com.genonbeta.TrebleShot-1.2.9/screenshots/com.genonbeta.TrebleShot.User-Trace.1.com.genonbeta.TrebleShot_1.2.9_trebleshot6.png']
Bug76;2;"3. Observe lack of ""Mount folder"" menu item.";{'bba0b761a8119aceb374b683d74c0044cfcf81c993f591158c6598535b8d70d8': 0.16591883, '2d6ef56fe667e4a1cff6712df00839e9e4a67f94074ed9971ea5365184a3086a': 0.008688867, '2d2d53de35c8bd9bb7fd6582bc699e1a4803ab8e403c0fb59294ad9fa514bc5e': -0.04702729};[38, 43, 12];['../data/TraceReplayer-Data/TR76/com.genonbeta.TrebleShot-1.2.9/screenshots/com.genonbeta.TrebleShot.User-Trace.1.com.genonbeta.TrebleShot_1.2.9_trebleshot37.png', '../data/TraceReplayer-Data/TR76/com.genonbeta.TrebleShot-1.2.9/screenshots/com.genonbeta.TrebleShot.User-Trace.1.com.genonbeta.TrebleShot_1.2.9_trebleshot45.png', '../data/TraceReplayer-Data/TR76/com.genonbeta.TrebleShot-1.2.9/screenshots/com.genonbeta.TrebleShot.User-Trace.1.com.genonbeta.TrebleShot_1.2.9_trebleshot11.png']
Bug92;0;MAC vendor search is case sensitive;{'e6b6167cd41aee4c52ac7b6732f59818e9b576b194225ac32d12bd32f93fe56a': 0.75807345, '3ffcbabdd5d8b95053bfc3dc6a707267a3ff0374c1e89037b8fbbd88feca6ef8': 0.67540824, 'd1de77952ef92f12e47daff2508b77512c9df1a31cbf2eccf7bb97c73c24d1ce': 0.3194909};[7, 5, 4];['../data/TraceReplayer-Data/TR92/com.vrem.wifianalyzer-2.0.3/screenshots/com.vrem.wifianalyzer.User-Trace.1.com.vrem.wifianalyzer_2.0.3_wifianalyzer36.png', '../data/TraceReplayer-Data/TR92/com.vrem.wifianalyzer-2.0.3/screenshots/com.vrem.wifianalyzer.User-Trace.1.com.vrem.wifianalyzer_2.0.3_wifianalyzer5.png', '../data/TraceReplayer-Data/TR92/com.vrem.wifianalyzer-2.0.3/screenshots/com.vrem.wifianalyzer.User-Trace.1.com.vrem.wifianalyzer_2.0.3_wifianalyzer3.png']
Bug92;1;However, as already stated in one of the comments, the search is case sensitive, it only works if you type upper case letters.;{'9dd46e7112cc35bd8b61b07788914a32329e17f6a21305a3c4b0703d3a7aaa5a': 0.1065613, '1c8a5818b685affd35b831c27ab7507b67ccf076d6955c9e388b03d66f5b26cc': -0.6132291, '98690af4e4e2db616e01702fea45eb91c76510060bbd2b1f06bf6ca19581fa97': -0.76963675};[30, 27, 1];['../data/TraceReplayer-Data/TR92/com.vrem.wifianalyzer-2.0.3/screenshots/com.vrem.wifianalyzer.User-Trace.1.com.vrem.wifianalyzer_2.0.3_wifianalyzer29.png', '../data/TraceReplayer-Data/TR92/com.vrem.wifianalyzer-2.0.3/screenshots/com.vrem.wifianalyzer.User-Trace.1.com.vrem.wifianalyzer_2.0.3_wifianalyzer26.png', '../data/TraceReplayer-Data/TR92/com.vrem.wifianalyzer-2.0.3/screenshots/com.vrem.wifianalyzer.User-Trace.1.com.vrem.wifianalyzer_2.0.3_wifianalyzer0.png']
Bug92;2;4. See no results;{'9e18e8e4bdf76c25f43834dc8c5057edafc3f7d9cda58224d2f935ca5b20bded': -0.86543983, 'ab29f29f7238cbfc11012cdd3ace720fffc637a21234c7459aad27713a3e3ccd': -0.9819957, '6d301271491998e4f9b60a8a1640ddda3a0f0cfecc1e59a869a7632886fb0fad': -1.0008707};[16, 40, 22];['../data/TraceReplayer-Data/TR92/com.vrem.wifianalyzer-2.0.3/screenshots/com.vrem.wifianalyzer.User-Trace.1.com.vrem.wifianalyzer_2.0.3_wifianalyzer40.png', '../data/TraceReplayer-Data/TR92/com.vrem.wifianalyzer-2.0.3/screenshots/com.vrem.wifianalyzer.User-Trace.1.com.vrem.wifianalyzer_2.0.3_wifianalyzer39.png', '../data/TraceReplayer-Data/TR92/com.vrem.wifianalyzer-2.0.3/screenshots/com.vrem.wifianalyzer.User-Trace.1.com.vrem.wifianalyzer_2.0.3_wifianalyzer21.png']
Bug158;0;Dark mode not correctly setting theme colors in card area of Reviewer;{'bbb88248a4607d1af77af5363bd51ba08c159dc2c0ad1be1b85793bb663ab0e4': 3.5715055, '1123f47e7811696cc928b42522a3465b0b27076b3b383dae01889c703cd19d92': 3.469227, '3f5050ed8d839a52f93f350c0500614e51953ee1f22a21fc06c5999d1c0f278a': 3.44987};[40, 23, 41];['../data/TraceReplayer-Data/TR158/com.ichi2.anki-2.9alpha52/screenshots/com.ichi2.anki.User-Trace.1.com.ichi2.anki_2.9alpha52_ankidroid39.png', '../data/TraceReplayer-Data/TR158/com.ichi2.anki-2.9alpha52/screenshots/com.ichi2.anki.User-Trace.1.com.ichi2.anki_2.9alpha52_ankidroid22.png', '../data/TraceReplayer-Data/TR158/com.ichi2.anki-2.9alpha52/screenshots/com.ichi2.anki.User-Trace.1.com.ichi2.anki_2.9alpha52_ankidroid40.png']
Bug158;1;Card background is always 100% black.;{'1123f47e7811696cc928b42522a3465b0b27076b3b383dae01889c703cd19d92': 1.5451014, '18a2b3b783f9158563e6d8d71d7ad78191e681abb21ce136e5d1253b72fa2525': 1.4651015, '218fc0cc09421466198d6c8b7d276e5de3ad647673dcb6a4168996a008ff0c56': 1.4086894};[23, 2, 31];['../data/TraceReplayer-Data/TR158/com.ichi2.anki-2.9alpha52/screenshots/com.ichi2.anki.User-Trace.1.com.ichi2.anki_2.9alpha52_ankidroid22.png', '../data/TraceReplayer-Data/TR158/com.ichi2.anki-2.9alpha52/screenshots/com.ichi2.anki.User-Trace.1.com.ichi2.anki_2.9alpha52_ankidroid9.png', '../data/TraceReplayer-Data/TR158/com.ichi2.anki-2.9alpha52/screenshots/com.ichi2.anki.User-Trace.1.com.ichi2.anki_2.9alpha52_ankidroid36.png']
Bug160;0;On redrawing, the eraser tab still remains grayed out.;{'f92a30a292f495a4d58350ec256f399782b0d46d07b65652c490a3b3b4bc1375': -0.7766458, 'de1040193da24f23703451cf11789000a0c613ddfd73b1db2bff3598ebf2245a': -0.8976577, 'a98c1de13177582a22c43016e87f48786e2fba8b33e4d4e206d56faebc3fea23': -1.0234694};[32, 21, 25];['../data/TraceReplayer-Data/TR160/com.ichi2.anki-2.10beta3/screenshots/com.ichi2.anki.User-Trace.1.com.ichi2.anki_2.10beta3_ankidroid31.png', '../data/TraceReplayer-Data/TR160/com.ichi2.anki-2.10beta3/screenshots/com.ichi2.anki.User-Trace.1.com.ichi2.anki_2.10beta3_ankidroid54.png', '../data/TraceReplayer-Data/TR160/com.ichi2.anki-2.10beta3/screenshots/com.ichi2.anki.User-Trace.1.com.ichi2.anki_2.10beta3_ankidroid27.png']
Bug162;0;Crashes with invalid format email address;{'71616b42683c19cd4f29cd20f74ce656b7dbc1f37bfbaa9657cd15c4524faa7f': 0.24515946, '2957d1cfee327d06abd84e6b91e1153eb930ce1886a45ed33c8ff4c6536fbcb0': -0.15777609, 'cbec4ba9491b0b6a33fb27f6dfb8237a5c2c206b0cc5bac03ae69d8888962e65': -1.3941442};[1, 7, 53];['../data/TraceReplayer-Data/TR162/com.fsck.k9-5.403/screenshots/com.fsck.k9.User-Trace.1.com.fsck.k9_5.403_k-9mail0.png', '../data/TraceReplayer-Data/TR162/com.fsck.k9-5.403/screenshots/com.fsck.k9.User-Trace.1.com.fsck.k9_5.403_k-9mail6.png', '../data/TraceReplayer-Data/TR162/com.fsck.k9-5.403/screenshots/com.fsck.k9.User-Trace.1.com.fsck.k9_5.403_k-9mail53.png']
