Bug-ID;OB-ID;OB-Text;OB-in-Title?;Bug-Category;Bug-Type;OB-Category;OB-Rating;Ground-Truth;Ranked-Documents;First-Rank;Reciprocal-Rank;Average-Precision;h@1;h@2;h@3;h@4;h@5;h@6;h@7;h@8;h@9;h@10
Bug1645;1;App crashes if the user checks the Angle Box in the Add Exercise Dialog.;0;Non-Synthetic Bug;App crashes;Easy;5;['7', '8'];{'7': 0.36376118659973145, '0': 0.3078167140483856, '1': 0.28925079107284546, '13': 0.28105854988098145, '8': 0.2679508328437805, '11': 0.2623322606086731, '3': 0.25244808197021484, '5': 0.2501491606235504, '9': 0.23998801410198212, '2': 0.22117292881011963, '12': 0.20871257781982422, '10': 0.20653824508190155, '6': 0.20584554970264435, '14': 0.19801871478557587, '4': 0.19575168192386627};1;1.0;0.7;1;1;1;1;1;1;1;1;1;1
Bug1645;1;App crashes if the user checks the Angle Box in the Add Exercise Dialog.;0;Non-Synthetic Bug;App crashes;Easy;5;['7', '8'];{'7': 0.36376118659973145, '1': 0.28925079107284546, '13': 0.28105854988098145, '8': 0.26789551973342896, '11': 0.2623322606086731, '0': 0.25361910462379456, '3': 0.25244808197021484, '5': 0.2501491606235504, '9': 0.23998801410198212, '2': 0.22117292881011963, '12': 0.20871257781982422, '10': 0.20653824508190155, '6': 0.20584554970264435, '14': 0.19801871478557587, '4': 0.19575168192386627};1;1.0;0.75;1;1;1;1;1;1;1;1;1;1
Bug1645;2;6. See the Error;0;Non-Synthetic Bug;App crashes;Hard;1;['7', '8'];{'2': 0.06363438814878464, '10': 0.05784154310822487, '6': 0.05631942301988602, '13': 0.051737163215875626, '7': 0.04872356355190277, '8': 0.047056909650564194, '12': 0.04501141235232353, '0': 0.03574168682098389, '4': 0.03509842976927757, '1': 0.024123050272464752, '14': 0.009397108107805252, '3': 0.006387344561517239, '5': 0.0036025624722242355, '9': -0.003988264128565788, '11': -0.05272962898015976};5;0.2;0.2666666666666666;0;0;0;0;1;1;1;1;1;1
Bug1645;2;6. See the Error;0;Non-Synthetic Bug;App crashes;Hard;1;['7', '8'];{'2': 0.06363438814878464, '8': 0.06253322958946228, '10': 0.05784154310822487, '6': 0.05631942301988602, '13': 0.051737163215875626, '7': 0.04872356355190277, '12': 0.04501141235232353, '0': 0.038608863949775696, '4': 0.03509842976927757, '1': 0.024123050272464752, '14': 0.009397108107805252, '3': 0.006387344561517239, '5': 0.0036025624722242355, '9': -0.003988264128565788, '11': -0.05272962898015976};2;0.5;0.4166666666666666;0;1;1;1;1;1;1;1;1;1
Bug91;0;Can no longer enter text in SSID Filter TextView;1;Synthetic Bug;Uneditable component;Easy;5;['3', '4'];{'3': 0.6799744367599487, '1': 0.5463002324104309, '16': 0.4789639711380005, '4': 0.4568575620651245, '5': 0.43677693605422974, '9': 0.41582703590393066, '17': 0.35962554812431335, '19': 0.35156092047691345, '18': 0.33505597710609436, '11': 0.3326770067214966, '10': 0.32380157709121704, '12': 0.32240647077560425, '13': 0.3190765380859375, '14': 0.3187812566757202, '21': 0.30208465456962585, '6': 0.2941502332687378, '20': 0.28764498233795166, '7': 0.2873609662055969, '0': 0.21307910978794098, '24': 0.19563718140125275, '23': 0.18587008118629456, '25': 0.1434006541967392, '2': -0.056772004812955856, '8': -0.056772004812955856, '15': -0.056772004812955856, '22': -0.056772004812955856};1;1.0;0.75;1;1;1;1;1;1;1;1;1;1
Bug91;1;Cannot enter any text in the SSID Filter field.;0;Synthetic Bug;Uneditable component;Easy;5;['3', '4'];{'3': 0.5296628475189209, '4': 0.4696851670742035, '1': 0.43867799639701843, '16': 0.34615105390548706, '5': 0.3403283357620239, '9': 0.34011369943618774, '17': 0.33302268385887146, '11': 0.30452898144721985, '12': 0.303108811378479, '6': 0.3017822206020355, '14': 0.29893821477890015, '13': 0.2975849211215973, '10': 0.294838547706604, '7': 0.2929578721523285, '18': 0.28521716594696045, '19': 0.27230605483055115, '21': 0.2688778042793274, '20': 0.25691503286361694, '23': 0.15539389848709106, '25': 0.13256241381168365, '24': 0.1205504983663559, '0': 0.10571124404668808, '2': 0.016914542764425278, '8': 0.016914542764425278, '15': 0.016914542764425278, '22': 0.016914542764425278};1;1.0;1.0;1;1;1;1;1;1;1;1;1;1
Bug91;2;Keyboard does not pop up.;0;Non-Synthetic Bug;Component disappear;Easy;4;['3', '4'];{'24': 0.24572083353996277, '25': 0.19752809405326843, '23': 0.19298237562179565, '2': 0.10786880552768707, '8': 0.10786880552768707, '15': 0.10786880552768707, '22': 0.10786880552768707, '17': 0.10436184704303741, '18': 0.0460047647356987, '9': 0.043940722942352295, '19': 0.03485243022441864, '4': 0.028490975499153137, '20': 0.019370563328266144, '21': 0.019195564091205597, '3': 0.016556696966290474, '1': 0.01253055315464735, '6': -0.0042844973504543304, '7': -0.005198853090405464, '16': -0.010449647903442383, '0': -0.020637353882193565, '5': -0.042460985481739044, '13': -0.0499611496925354, '14': -0.05093105137348175, '12': -0.053288087248802185, '10': -0.0576651357114315, '11': -0.059110380709171295};12;0.0833333333333333;0.1083333333333333;0;0;0;0;0;0;0;0;0;0
Bug92;0;MAC vendor search is case sensitive;1;Synthetic Bug;Textual error in screen;Easy;4;['5'];{'1': 0.2663234770298004, '2': 0.23860597610473633, '0': 0.18967518210411072, '4': 0.1800464689731598, '5': 0.12953880429267883, '3': 0.12693314254283905};5;0.2;0.2;0;0;0;0;1;1;1;1;1;1
Bug92;1;However, as already stated in one of the comments, the search is case sensitive, it only works if you type upper case letters.;0;Synthetic Bug;Textual error in screen;Easy;4;['5'];{'0': 0.24363206326961517, '2': 0.10175693035125732, '3': 0.0945112556219101, '4': 0.07683952897787094, '5': 0.015220488421618938, '1': 0.003617793321609497};5;0.2;0.2;0;0;0;0;1;1;1;1;1;1
Bug92;2;4. See no results;0;Non-Synthetic Bug;Undesirable  behavior ;Hard;3;['5'];{'5': 0.25793275237083435, '4': 0.1331082135438919, '3': 0.04000808671116829, '0': 0.0351138673722744, '1': 0.010650690644979477, '2': -0.016185831278562546};1;1.0;1.0;1;1;1;1;1;1;1;1;1;1
Bug158;0;Dark mode not correctly setting theme colors in card area of Reviewer;1;Synthetic Bug;Wrong theme in screen;Easy;3;['10'];{'4': 0.2599581480026245, '12': 0.2500840723514557, '11': 0.214671790599823, '1': 0.2143813669681549, '8': 0.2135884165763855, '2': 0.19504114985466003, '5': 0.18950426578521729, '9': 0.17224562168121338, '6': 0.17159098386764526, '0': 0.16521984338760376, '7': 0.1320580095052719, '3': 0.0874650776386261, '10': 0.07182586193084717};13;0.0769230769230769;0.0769230769230769;0;0;0;0;0;0;0;0;0;0
Bug158;0;Dark mode not correctly setting theme colors in card area of Reviewer;1;Synthetic Bug;Wrong theme in screen;Easy;3;['10'];{'4': 0.2599581480026245, '12': 0.214671790599823, '1': 0.2143813669681549, '8': 0.2135884165763855, '2': 0.19504114985466003, '5': 0.18950426578521729, '9': 0.17224562168121338, '6': 0.17159098386764526, '0': 0.16521984338760376, '16': 0.15852618217468262, '14': 0.1563633680343628, '7': 0.1320580095052719, '18': 0.128860741853714, '17': 0.12476971745491028, '3': 0.0874650776386261, '13': 0.08569365739822388, '15': 0.08237861096858978, '10': 0.07182586193084717, '11': 0.036429647356271744};18;0.0555555555555555;0.0555555555555555;0;0;0;0;0;0;0;0;0;0
Bug158;1;Card background is always 100% black.;0;Synthetic Bug;Wrong theme in screen;Easy;4;['10'];{'0': 0.13422071933746338, '12': 0.12427894026041031, '10': 0.12245555222034454, '4': 0.10162284970283508, '11': 0.05203191563487053, '1': 0.04511803388595581, '2': 0.039309438318014145, '5': 0.02700134739279747, '9': -0.007690025493502617, '6': -0.07687558233737946, '8': -0.08957105129957199, '7': -0.10699594765901566, '3': -0.12392809242010117};3;0.3333333333333333;0.3333333333333333;0;0;1;1;1;1;1;1;1;1
Bug158;1;Card background is always 100% black.;0;Synthetic Bug;Wrong theme in screen;Easy;4;['10'];{'0': 0.13422071933746338, '10': 0.12245555222034454, '4': 0.10162284970283508, '11': 0.06708868592977524, '12': 0.05203191563487053, '1': 0.04511803388595581, '2': 0.039309438318014145, '5': 0.02700134739279747, '9': -0.007690025493502617, '6': -0.07687558233737946, '14': -0.0886213630437851, '8': -0.08957105129957199, '16': -0.09255170822143555, '13': -0.10625581443309784, '7': -0.10699594765901566, '15': -0.10780827701091766, '17': -0.11435887217521667, '3': -0.12392809242010117, '18': -0.14828579127788544};2;0.5;0.5;0;1;1;1;1;1;1;1;1;1
Bug160;0;On redrawing, the eraser tab still remains grayed out.;0;Synthetic Bug;Component is not displayed (correctly);Easy;4;['4'];{'3': 0.15490742027759552, '15': 0.14534702897071838, '0': 0.14033837616443634, '1': 0.13821949064731598, '2': 0.1289745569229126, '4': 0.1254013329744339, '13': 0.1151656061410904, '8': 0.08692485094070435, '11': 0.08372395485639572, '14': 0.08372395485639572, '12': 0.08206073939800262, '6': 0.07498769462108612, '7': 0.06877139955759048, '10': 0.058713678270578384, '5': 0.05321870371699333, '9': 0.04855874553322792};6;0.1666666666666666;0.1666666666666666;0;0;0;0;0;1;1;1;1;1
Bug160;0;On redrawing, the eraser tab still remains grayed out.;0;Synthetic Bug;Component is not displayed (correctly);Easy;4;['3'];{'13': 0.20112979412078857, '14': 0.14534702897071838, '0': 0.14033837616443634, '1': 0.13821949064731598, '2': 0.1289745569229126, '3': 0.1254013329744339, '12': 0.1151656061410904, '7': 0.08692485094070435, '10': 0.08372395485639572, '11': 0.08206073939800262, '5': 0.07498769462108612, '6': 0.06877139955759048, '9': 0.058713678270578384, '4': 0.05321870371699333, '8': 0.04855874553322792};6;0.1666666666666666;0.1666666666666666;0;0;0;0;0;1;1;1;1;1
Bug160;0;On redrawing, the eraser tab still remains grayed out.;0;Synthetic Bug;Component is not displayed (correctly);Easy;4;['4'];{'14': 0.20112979412078857, '3': 0.18626415729522705, '15': 0.14534702897071838, '0': 0.14033837616443634, '1': 0.13821949064731598, '2': 0.1289745569229126, '4': 0.1254013329744339, '13': 0.1151656061410904, '8': 0.08692485094070435, '11': 0.08372395485639572, '12': 0.07880023121833801, '7': 0.07629181444644928, '6': 0.07498769462108612, '10': 0.058713678270578384, '5': 0.05321870371699333, '9': 0.04855874553322792};7;0.1428571428571428;0.1428571428571428;0;0;0;0;0;0;1;1;1;1
Bug162;1;"If I try to add a new email account to K9-Mail (Enter email and password) and tap on one of the two buttons (""Manually"" or ""Continue"") the app will crash with only the message ""K-9 Mail has stopped""";0;Non-Synthetic Bug;App crashes;Easy;4;['2', '9'];{'2': 0.4397871792316437, '4': 0.34225645661354065, '3': 0.3310016393661499, '9': 0.3019856810569763, '8': 0.1938399076461792, '1': 0.13296160101890564, '6': 0.13247650861740112, '7': 0.11070071160793304, '5': 0.06723353266716003, '0': 0.03507100045681};1;1.0;0.75;1;1;1;1;1;1;1;1;1;1
Bug162;1;"If I try to add a new email account to K9-Mail (Enter email and password) and tap on one of the two buttons (""Manually"" or ""Continue"") the app will crash with only the message ""K-9 Mail has stopped""";0;Non-Synthetic Bug;App crashes;Easy;4;['2', '10'];{'2': 0.349071741104126, '4': 0.34225645661354065, '3': 0.3310016393661499, '10': 0.3019856810569763, '7': 0.2627846598625183, '9': 0.1938399076461792, '1': 0.13296160101890564, '6': 0.13247650861740112, '8': 0.11070071160793304, '5': 0.06723353266716003, '0': 0.03507100045681};1;1.0;0.75;1;1;1;1;1;1;1;1;1;1
Bug162;1;"If I try to add a new email account to K9-Mail (Enter email and password) and tap on one of the two buttons (""Manually"" or ""Continue"") the app will crash with only the message ""K-9 Mail has stopped""";0;Non-Synthetic Bug;App crashes;Easy;4;['2', '10'];{'2': 0.349071741104126, '10': 0.3019856810569763, '7': 0.2627846598625183, '4': 0.25835341215133667, '3': 0.2500700354576111, '9': 0.1938399076461792, '1': 0.13296160101890564, '6': 0.13247650861740112, '8': 0.11070071160793304, '5': 0.06723353266716003, '0': 0.03507100045681};1;1.0;1.0;1;1;1;1;1;1;1;1;1;1
Bug162;2;4. Crash;0;Non-Synthetic Bug;App crashes;Hard;1;['2', '9'];{'5': 0.0871187299489975, '9': 0.06869037449359894, '6': 0.04865799844264984, '1': 0.01030479371547699, '8': 0.002400785218924284, '7': -0.031235581263899803, '3': -0.03376661241054535, '0': -0.04636911675333977, '4': -0.06215523183345795, '2': -0.071536585688591};2;0.5;0.35;0;1;1;1;1;1;1;1;1;1
Bug162;2;4. Crash;0;Non-Synthetic Bug;App crashes;Hard;1;['2', '10'];{'5': 0.0871187299489975, '10': 0.06869037449359894, '6': 0.04865799844264984, '1': 0.01030479371547699, '9': 0.002400785218924284, '8': -0.031235581263899803, '3': -0.03376661241054535, '2': -0.036471009254455566, '0': -0.04636911675333977, '7': -0.05900738760828972, '4': -0.06215523183345795};2;0.5;0.375;0;1;1;1;1;1;1;1;1;1
Bug162;2;4. Crash;0;Non-Synthetic Bug;App crashes;Hard;1;['2', '10'];{'5': 0.0871187299489975, '10': 0.06869037449359894, '6': 0.04865799844264984, '1': 0.01030479371547699, '9': 0.002400785218924284, '4': -0.010368587449193, '8': -0.031235581263899803, '2': -0.036471009254455566, '0': -0.04636911675333977, '7': -0.05900738760828972, '3': -0.0801374614238739};2;0.5;0.375;0;1;1;1;1;1;1;1;1;1
Bug192;0;Cursor position reset when switching away from app;1;Non-Synthetic Bug;Undesirable  behavior ;Easy;4;['5'];{'0': 0.37685269117355347, '3': 0.19285981357097626, '4': 0.17465707659721375, '2': 0.12379123270511627, '6': 0.09611169248819351, '7': 0.09611169248819351, '8': 0.09611169248819351, '9': 0.09611169248819351, '10': 0.09611169248819351, '11': 0.09611169248819351, '12': 0.09611169248819351, '13': 0.09611169248819351, '1': 0.05877411738038063, '5': 0.05161602795124054};14;0.0714285714285714;0.0714285714285714;0;0;0;0;0;0;0;0;0;0
Bug192;1;Cursor goes back to the initial position.;0;Non-Synthetic Bug;Undesirable  behavior ;Easy;4;['5'];{'0': 0.19933809340000153, '3': 0.05903768539428711, '2': 0.03785654157400131, '4': 0.031844887882471085, '5': 0.0033803749829530716, '6': -0.008388001471757889, '7': -0.008388001471757889, '8': -0.008388001471757889, '9': -0.008388001471757889, '10': -0.008388001471757889, '11': -0.008388001471757889, '12': -0.008388001471757889, '13': -0.008388001471757889, '1': -0.06420695781707764};5;0.2;0.2;0;0;0;0;1;1;1;1;1;1
Bug192;2;If you insert the image after switching back, it'll be inserted at the beginning of the file.;0;Non-Synthetic Bug;Undesirable  behavior ;Easy;4;['5'];{'4': 0.24336470663547516, '6': 0.21467798948287964, '7': 0.21467798948287964, '8': 0.21467798948287964, '9': 0.21467798948287964, '10': 0.21467798948287964, '11': 0.21467798948287964, '12': 0.21467798948287964, '13': 0.21467798948287964, '3': 0.1780310571193695, '5': 0.15667641162872314, '0': 0.15427103638648987, '2': 0.10132172703742981, '1': 0.0479239821434021};11;0.0909090909090909;0.0909090909090909;0;0;0;0;0;0;0;0;0;0
Bug199;0;Autosync Does Not Activate After Regaining Connectivity;1;Synthetic Bug;Component is not displayed (correctly);Easy;4;['4'];{'7': 0.22818171977996826, '6': 0.21772176027297974, '0': 0.18456387519836426, '4': 0.17877189815044403, '2': 0.13434746861457825, '5': 0.1332494020462036, '1': 0.11163953691720963, '3': 0.06718598306179047};4;0.25;0.25;0;0;0;1;1;1;1;1;1;1
Bug199;1;4. Obs remain in Waiting for Upload... state and pull to refresh does not activate a sync.;0;Synthetic Bug;Component is not displayed (correctly);Easy;5;['4'];{'4': 0.2890653908252716, '6': 0.2608557641506195, '7': 0.2512311637401581, '0': 0.2068336009979248, '5': 0.15938043594360352, '2': 0.13654346764087677, '1': 0.12930716574192047, '3': 0.10805612057447433};1;1.0;1.0;1;1;1;1;1;1;1;1;1;1
Bug200;0;Ghost thumbnail image in observation list view;1;Synthetic Bug;Undesirable component;Hard;2;['2'];{'7': 0.39800891280174255, '1': 0.36818355321884155, '2': 0.3348313271999359, '6': 0.2949424684047699, '4': 0.2512235641479492, '5': 0.24993684887886047, '3': 0.2180575430393219, '0': 0.13553713262081146};3;0.3333333333333333;0.3333333333333333;0;0;1;1;1;1;1;1;1;1
Bug200;0;Ghost thumbnail image in observation list view;1;Synthetic Bug;Undesirable component;Hard;2;['2', '7'];{'12': 0.39800891280174255, '1': 0.36818355321884155, '2': 0.3348313271999359, '7': 0.3348313271999359, '6': 0.2949424684047699, '11': 0.2949424684047699, '4': 0.2512235641479492, '9': 0.2512235641479492, '5': 0.24993684887886047, '10': 0.24993684887886047, '3': 0.2180575430393219, '8': 0.2180575430393219, '0': 0.13553713262081146};3;0.3333333333333333;0.4166666666666666;0;0;1;1;1;1;1;1;1;1
Bug200;1;When I create an observation without an image and go back to the My Observations list, there is an image there from another one of my obs.;0;Synthetic Bug;Undesirable component;Easy;5;['2'];{'1': 0.3397667706012726, '7': 0.2663971781730652, '2': 0.22168713808059692, '6': 0.19373437762260437, '5': 0.1554684340953827, '4': 0.15101145207881927, '3': 0.12869615852832794, '0': 0.07452569156885147};3;0.3333333333333333;0.3333333333333333;0;0;1;1;1;1;1;1;1;1
Bug200;1;When I create an observation without an image and go back to the My Observations list, there is an image there from another one of my obs.;0;Synthetic Bug;Undesirable component;Easy;5;['2', '7'];{'1': 0.3397667706012726, '12': 0.2663971781730652, '2': 0.22168713808059692, '7': 0.22168713808059692, '6': 0.19373437762260437, '11': 0.19373437762260437, '5': 0.1554684340953827, '10': 0.1554684340953827, '4': 0.15101145207881927, '9': 0.15101145207881927, '3': 0.12869615852832794, '8': 0.12869615852832794, '0': 0.07452569156885147};3;0.3333333333333333;0.4166666666666666;0;0;1;1;1;1;1;1;1;1
Bug1033;0;"Bug: ""%"" are duplicated in ""Deck options""";1;Synthetic Bug;Undesirable component;Easy;4;['2', '3', '4', '5'];{'4': 0.19461648166179657, '2': 0.18119873106479645, '10': 0.18074455857276917, '3': 0.14095771312713623, '5': 0.14095771312713623, '9': 0.14004337787628174, '6': 0.13923689723014832, '1': 0.11453288793563843, '8': 0.10080765187740326, '7': 0.08668214827775955, '0': 0.06395943462848663};1;1.0;0.8875;1;1;1;1;1;1;1;1;1;1
Bug1033;1;"""%"" are duplicated on 2.9alpha18";0;Synthetic Bug;Undesirable component;Hard;2;['2', '3', '4', '5'];{'3': 0.2687225043773651, '5': 0.2687225043773651, '1': 0.24808667600154877, '2': 0.2370227575302124, '7': 0.2350631207227707, '4': 0.23504462838172913, '9': 0.22007137537002563, '6': 0.18695324659347534, '8': 0.17874428629875183, '10': 0.17198118567466736, '0': 0.10248813033103943};1;1.0;0.8541666666666666;1;1;1;1;1;1;1;1;1;1
Bug1198;0;[Bug] Encrypted PDF gets overwritten in case same pdf is encrypted again;1;Non-Synthetic Bug;Undesirable  behavior ;Easy;5;['22', '23', '24', '25', '26', '27', '28', '29'];{'23': 0.23947986960411072, '27': 0.23947986960411072, '1': 0.1499238908290863, '0': 0.12482665479183197, '15': 0.10533267259597778, '11': 0.09286074340343475, '19': 0.08917642384767532, '7': 0.07457002252340317, '12': 0.04509696364402771, '24': 0.04509696364402771, '28': 0.04509696364402771, '8': 0.045051902532577515, '16': 0.045051902532577515, '20': 0.045051902532577515, '6': 0.03603663668036461, '10': 0.03603663668036461, '14': 0.03603663668036461, '18': 0.03603663668036461, '22': 0.03603663668036461, '26': 0.03603663668036461, '5': 0.033838462084531784, '21': -0.006896958686411381, '9': -0.009551203809678555, '13': -0.010507228784263134, '17': -0.01549869030714035, '25': -0.0179277453571558, '29': -0.0179277453571558, '2': -0.03832751139998436, '3': -0.04016677290201187, '4': -0.0892571210861206};1;1.0;0.4740401654875339;1;1;1;1;1;1;1;1;1;1
Bug1198;1;7. The previous file abc_encrypted.pdf is overwritten;0;Non-Synthetic Bug;Undesirable  behavior ;Hard;4;['22', '23', '24', '25', '26', '27', '28', '29'];{'15': 0.3478715419769287, '23': 0.34350305795669556, '27': 0.34350305795669556, '11': 0.21787533164024353, '19': 0.20537446439266205, '1': 0.18171583116054535, '7': 0.1723538637161255, '12': 0.15949663519859314, '24': 0.15949663519859314, '28': 0.15949663519859314, '8': 0.1584566980600357, '16': 0.1584566980600357, '20': 0.1584566980600357, '0': 0.09141263365745544, '5': 0.08792807161808014, '9': 0.08462394773960114, '6': 0.08320572972297668, '10': 0.08320572972297668, '14': 0.08320572972297668, '18': 0.08320572972297668, '22': 0.08320572972297668, '26': 0.08320572972297668, '21': 0.08124864846467972, '25': 0.08122497797012329, '29': 0.08122497797012329, '13': 0.0772574320435524, '17': 0.07337981462478638, '2': 0.06145097315311432, '3': 0.02272186428308487, '4': 0.004896137863397598};2;0.5;0.3778111471861471;0;1;1;1;1;1;1;1;1;1
Bug1389;0;Crash when adding empty link;1;Non-Synthetic Bug;App crashes;Easy;4;['1', '4'];{'1': 0.3226967453956604, '2': 0.2956048548221588, '0': 0.2644549608230591, '3': 0.19053137302398682, '4': 0.16148963570594788};1;1.0;0.7;1;1;1;1;1;1;1;1;1;1
Bug1389;1;"Open app -> tap to + button -> write ""abcde"" or leave a blank line -> tap to add button -> crash";0;Non-Synthetic Bug;App crashes;Easy;5;['1', '4'];{'3': 0.42491352558135986, '4': 0.3784896731376648, '0': 0.258821040391922, '1': 0.23266510665416718, '2': 0.11974629759788513};2;0.5;0.5;0;1;1;1;1;1;1;1;1;1
Bug1425;0;BMI wrong when weight is not in kg;1;Synthetic Bug;Wrong information is displayed;Easy;5;['22', '23'];{'7': 0.3272375464439392, '8': 0.29242920875549316, '28': 0.29029980301856995, '24': 0.23744839429855347, '6': 0.23604968190193176, '22': 0.2213146835565567, '5': 0.21537718176841736, '1': 0.18376946449279785, '11': 0.1636580526828766, '15': 0.15097925066947937, '29': 0.13617244362831116, '12': 0.12692546844482422, '26': 0.11638042330741882, '16': 0.11143159866333008, '27': 0.09776026010513306, '10': 0.09624868631362915, '2': 0.0809808224439621, '14': 0.07116622477769852, '23': 0.05874856561422348, '3': 0.044229067862033844, '25': 0.04152361676096916, '19': 0.033281609416007996, '9': 0.013303122483193874, '18': 0.0062094032764434814, '21': -0.0001358911395072937, '13': -0.004088073968887329, '20': -0.0044997259974479675, '0': -0.03161165118217468, '4': -0.07118455320596695, '17': -0.12517854571342468};6;0.1666666666666666;0.1359649122807017;0;0;0;0;0;1;1;1;1;1
Bug1425;1;When the weight is set in lb or st the BMI calculated is wrong.;0;Synthetic Bug;Wrong information is displayed;Easy;5;['22', '23'];{'7': 0.29652824997901917, '8': 0.2437901645898819, '28': 0.2176537662744522, '6': 0.20804114639759064, '1': 0.18773166835308075, '5': 0.18045999109745026, '24': 0.16776999831199646, '22': 0.1601112186908722, '11': 0.147263765335083, '15': 0.1440122425556183, '3': 0.12691520154476166, '10': 0.09085579216480255, '16': 0.08494463562965393, '14': 0.0828026533126831, '12': 0.07622715085744858, '27': 0.06684117019176483, '26': 0.05145205557346344, '2': 0.04982198774814606, '29': 0.04798557609319687, '23': 0.028521252796053886, '19': 0.028181228786706924, '21': 0.01210289727896452, '18': 0.006484777666628361, '9': -0.006247164681553841, '13': -0.024090012535452843, '20': -0.042608972638845444, '25': -0.04556993395090103, '0': -0.05999108776450157, '4': -0.10749654471874237, '17': -0.11598347872495651};8;0.125;0.1125;0;0;0;0;0;0;0;1;1;1
Bug1425;2;See error;0;Synthetic Bug;Wrong information is displayed;Hard;1;['22', '23'];{'11': 0.14874279499053955, '10': 0.14333413541316986, '23': 0.11640835553407669, '18': 0.11027762293815613, '27': 0.11025145649909973, '21': 0.09628228843212128, '24': 0.09214821457862854, '19': 0.09075097739696503, '0': 0.08884625136852264, '9': 0.08833824098110199, '28': 0.08598343282938004, '7': 0.08208155632019043, '29': 0.07910458743572235, '6': 0.07781947404146194, '3': 0.07545468956232071, '15': 0.07290247082710266, '22': 0.06341820955276489, '14': 0.0634070560336113, '2': 0.06285109370946884, '26': 0.05871656537055969, '25': 0.057614341378211975, '12': 0.05430496484041214, '4': 0.048607029020786285, '17': 0.04240170493721962, '20': 0.03807985037565231, '5': 0.03193012624979019, '1': 0.02996029704809189, '8': 0.0077653005719184875, '13': -0.0008435193449258804, '16': -0.026385676115751266};3;0.3333333333333333;0.2254901960784313;0;0;1;1;1;1;1;1;1;1
Bug1446;0;Trying to edit fishing spots adds a new one to the list, and the coordinates of the existing fishing spot are not updated.;0;Synthetic Bug;Wrong information is displayed;Easy;5;['7', '8', '9', '10', '11', '12'];{'6': 0.4219919443130493, '9': 0.31112736463546753, '12': 0.31112736463546753, '5': 0.30944961309432983, '2': 0.29510217905044556, '4': 0.20262748003005981, '3': 0.1995573788881302, '7': 0.19070276618003845, '10': 0.19070276618003845, '8': 0.18948808312416077, '11': 0.18948808312416077, '0': -0.0013103419914841652, '1': -0.0298495814204216};2;0.5;0.5052609427609427;0;1;1;1;1;1;1;1;1;1
Bug1446;0;Trying to edit fishing spots adds a new one to the list, and the coordinates of the existing fishing spot are not updated.;0;Synthetic Bug;Wrong information is displayed;Easy;5;['7', '8', '9'];{'6': 0.4219919443130493, '9': 0.31112736463546753, '5': 0.30944961309432983, '4': 0.20262748003005981, '3': 0.1995573788881302, '7': 0.19070276618003845, '8': 0.18948808312416077, '2': 0.16176536679267883, '0': -0.0013103419914841652, '1': -0.0298495814204216};2;0.5;0.4206349206349206;0;1;1;1;1;1;1;1;1;1
Bug1446;1;5. There will be two of the same spot showing in the list;0;Synthetic Bug;Undesirable component;Easy;4;['7', '8', '9', '10', '11', '12'];{'6': 0.20390014350414276, '2': 0.09869731217622757, '0': 0.06243649125099182, '1': 0.05441951006650925, '4': 0.04983324557542801, '9': 0.024860834702849388, '12': 0.024860834702849388, '3': -0.019510919228196144, '5': -0.02551572024822235, '7': -0.031233925372362137, '10': -0.031233925372362137, '8': -0.03846636041998863, '11': -0.03846636041998863};6;0.1666666666666666;0.3323704073704074;0;0;0;0;0;1;1;1;1;1
Bug1446;1;5. There will be two of the same spot showing in the list;0;Synthetic Bug;Undesirable component;Easy;4;['7', '8', '9'];{'6': 0.20390014350414276, '2': 0.09651286900043488, '0': 0.06243649125099182, '1': 0.05441951006650925, '4': 0.04983324557542801, '9': 0.024860834702849388, '3': -0.019510919228196144, '5': -0.02551572024822235, '7': -0.031233925372362137, '8': -0.03846636041998863};6;0.1666666666666666;0.2296296296296296;0;0;0;0;0;1;1;1;1;1
Bug1568;0;Crash when using the checkboxes;1;Non-Synthetic Bug;App crashes;Hard;3;['3', '8', '13'];{'3': 0.35852155089378357, '8': 0.35852155089378357, '13': 0.35852155089378357, '18': 0.2435685396194458, '0': 0.13937097787857056, '1': 0.12422320246696472, '9': 0.09863974153995514, '14': 0.08168435096740723, '4': 0.06999100744724274, '2': 0.06910382956266403, '6': 0.06729812920093536, '11': 0.06729812920093536, '16': 0.06729812920093536, '7': 0.06391869485378265, '12': 0.06173618882894516, '17': 0.06173618882894516, '5': 0.01739315316081047, '10': 0.01739315316081047, '15': 0.01739315316081047};1;1.0;1.0;1;1;1;1;1;1;1;1;1;1
