Bug-ID;OB-ID;OB-Text;OB-in-Title?;Bug-Type;OB-Category;OB-Rating;OB-Text;Ground-Truth;Ranked-Document;First-Rank;Reciprocal-Rank;Average-Precision;h@1;h@2;h@3;h@4;h@5;h@6;h@7;h@8;h@9;h@10;Can-Retrieve-Any-Document?
Bug1445;0;Can't edit dates for a Trip;1;Uneditable component;Easy;5;Can't edit dates for a Trip;[6841fdb08ae84cf3c14b08f5e0066009f3dbbac58c1afe1e67409fdb31b98f2c];{6841fdb08ae84cf3c14b08f5e0066009f3dbbac58c1afe1e67409fdb31b98f2c=1.0775367, f7f33e294a42575dce4187db68ba4e592ad30e7d266c1213c4c211f3491d155b=1.0775367, 0fb25ebfd7fc37ce89ca7eb52b0d8166cab4188d3e1a37325ee2510304ed1257=0.13390592, f9a0349dce9a88d1b801e68f2e7dd6fb4aa78beae8a931a41aa5e3a37782382c=0.10910915, 334aeda73267eabb6b7100ff7199c6ad094711ad3a49a19cd5e438c995e12f08=0.064450905, f5d94c0da023166abb498ea093bc657be03ae83555aa118df8ac9dd1d7f7bec7=0.056485206, 44c60a3f03a5d8efe283de5aef86ec28a792646d29622d1573d7bed7fd6d340d=0.056485206, f883cc823d3b9534ece4df2f3a40374065f89ad644997ab1f607f23d56bd09e2=0.051560722, a68a3541ca063546715851cb039cb0772f71bc4b6ff6a54695a087147070af05=0.051560722, d5759c894f539acd046781ce192e166b052efee24532c4ac8450df1241b582a2=0.051560722, 125999c67ffbe84275d62a6105bcf3b5f4ec9aef5f9c69451ba52b04b43c06bf=0.04511563, f5e2ac07f4718b8262ec651134d5c4d087514f3345d9afd47aa6f3bb3bcbce00=0.04511563, a3267ea10a93ca9020ae90688c81e3b35cea98c58e313e476ed129c282b9cc42=0.042099155, 2411da0921fbd7922c491ca0fac590aa1752148c2224239722e6830fa705df61=0.03867054, 0ca3d3e683657cf9c1e486884f64c56d760a189a8391263fb3002368b52b01d9=0.03645894, 60ec2568ac413becd4e32ef3aa06e12dcdf65510f1dc0919d2e8a15854a7e9b7=0.033282302, 4b2131537f2c196220caf7908a0fefe0e2607515beee1684ec26340584f75c8d=0.031952858, 51633ccac2140d128c1fb4f3f993d7702abae11f07c80e43c37b291c4c5514aa=0.031574365, 4a89980e3338adcd59e375fcffda78b94153e9d457be30c692b5f97de794f0f8=0.029768597, eb16a5d6042a5c4047f64fa6d48eb57bf7cf922296fcd9b2e3859b0451c5b5e0=0.028242603, 2f43bed155f2b8d5923de7cafd073f27fa4ac1f09b8fc9cfa0a7539f8234e94a=0.028242603, 236009895e229e2fcd4aa64a40522a024808688c2b9dc3d0b9a9fa54e533312d=0.028242603, 50f91b1cdb2716db22ad56daca6da451a0a2e9e1b53fd97f396e8e28f95cb84e=0.028242603, bea4069161523de69daf1c4215aa4029b1820dafa25ddf72ffc5f80c868d4fe4=0.025780361, 98162535e385bddd33ff70a49c10ce8def9281385565ea935221b6471248eeb4=0.022594083, afe2446110ee99123d754d3df21043f47f5695ca24c0f0e9c131a58f504c6089=0.018605374};1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1
Bug1445;1;5. Observe error;0;Uneditable component;Hard;1;5. Observe error;[6841fdb08ae84cf3c14b08f5e0066009f3dbbac58c1afe1e67409fdb31b98f2c];{b29700dc5b4681dd7887ba89f7efdbb06fefaa5c09273860a33ad2b38f743c82=0.2333015, 6841fdb08ae84cf3c14b08f5e0066009f3dbbac58c1afe1e67409fdb31b98f2c=0.17497613, f7f33e294a42575dce4187db68ba4e592ad30e7d266c1213c4c211f3491d155b=0.17497613};2.0;0.5;0.5;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1
Bug1446;0;Trying to edit fishing spots adds a new one to the list, and the coordinates of the existing fishing spot are not updated.;0;Wrong information is displayed;Easy;5;Trying to edit fishing spots adds a new one to the list, and the coordinates of the existing fishing spot are not updated.;[98698253bcc0fbba2a1a2dbbfa4c6adac03e5a0d69e161d18239d9043dca356b, f017eceeb377db602bbb7d45fafae25a710f7cc26c4c610b0b80e9cc325ca3c3];{ff46457bdd846550b08962502bd2e8fe9703dcb0c73ac3db311aed11a5454cac=0.31781465, 413305e49db306c713723339ca02549232cf00c8257937dbe4be5650275802ea=0.2421139, f017eceeb377db602bbb7d45fafae25a710f7cc26c4c610b0b80e9cc325ca3c3=0.23722295, 5c3c553f3245d2384f8eb39cb66b17f108e47e081471aa8a49c614b202eb04de=0.20551969, c6a38cab879a0de973920dcc4a907c23e3c4447789675a166153cbc73cf222b4=0.20391704, 8b5a18f5c5cb88b89e525b3db83ba17103ba9bae1267a3448240290256e1ce02=0.18109766, 98698253bcc0fbba2a1a2dbbfa4c6adac03e5a0d69e161d18239d9043dca356b=0.1452748, 2964c200a066c790b6a1d51af6abd63cac6733ae6b3e0a3e2aea9117a7692a0a=0.12281769, 857e0e13af5e19da20e52690cfe3f3dff9b8410573f02c947a3ceec2bc67ee65=0.061408844, ff01a23200737f398e195ad656475427d8dc69a7d8bab33fb8c4169913b26eea=0.039470065, c8a07640feec6e12f5a33ed2b07102aca2bf3ad1d95743e4ef602d1b7cea23c6=0.03687051, b43b9b609577abfc6bb0949d6a40db7d5c92e1d37ea8f60d5bf0fe934132e478=0.033752516, 428910548cf89583d2d3ba9f97121b2d9268a074397b8e4b52db01d2b2571f5a=0.033222027, 3e402b24830c05ccbf962ed76e091f4612c29ec5ff9217cdab9bcf66f0cc551d=0.02678597, 19c79c43877fcd178413e7c6fff626ed14f7f44b2acfc0f5d0b4186d31e8e9db=0.019025574, d7571c8bffa9f240739dca8be9b24e3d1624e2294b75e72bcc0c0eefb0d1d9cb=0.015306268, c56df57b304b5bbba775c9f069858911d51c1220af7e18e60290af01d8e96f66=0.006103117, 9537ef1723ffc605bf34cfe93da10823c38ab08e011f40b9c7385c9c2f5dd96e=0.006041778, bdb0296eb0d3acb32658269f0b81950798319a0f02e38dc16eca5c15365db642=0.005232333, cdab1b7d5a64c9dd952e4479ef53f791af1826c7b69ed5221efd883af073f943=0.0037946925, 7d2d669def96f167ff151da321e6322b47ba9fa7d963c6e0571290b71c48fc78=0.0037946925, 613e63e5575f363156ac86cecc87a2cf01939dabf38f4b4e5c19c3d1f8be8b4f=0.0036618705, 3652f5cf0d34c36bf9425479757b1b9b07d8d63ec593383f508c4a25e3833e60=0.003035754, 0e5bed40ba1f2d47b9e94a09e80ff297af421c75413f6b95c10be2bc0dc26847=0.0026562847, 9f9fef09d081336b6ae19ed298e8185d07fe276b83e94c47a352cfae1cfe16f2=0.0026562847, 631279cde3dbebf2c5a66ddb456315cfefa00ff3cb1cddd306613624b7e937a6=0.0022768155, a2c54be3900fa2c41beb95c1834f9c70df938bc6564540c2516df142d7aefbc7=0.001517877};3.0;0.3333333333333333;0.30952380952380953;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1
Bug1446;1;5. There will be two of the same spot showing in the list;0;Undesirable component;Easy;4;5. There will be two of the same spot showing in the list;[98698253bcc0fbba2a1a2dbbfa4c6adac03e5a0d69e161d18239d9043dca356b, f017eceeb377db602bbb7d45fafae25a710f7cc26c4c610b0b80e9cc325ca3c3];{19c79c43877fcd178413e7c6fff626ed14f7f44b2acfc0f5d0b4186d31e8e9db=0.23510799, ff46457bdd846550b08962502bd2e8fe9703dcb0c73ac3db311aed11a5454cac=0.12046493, f017eceeb377db602bbb7d45fafae25a710f7cc26c4c610b0b80e9cc325ca3c3=0.09637195, 98698253bcc0fbba2a1a2dbbfa4c6adac03e5a0d69e161d18239d9043dca356b=0.07227896, ff01a23200737f398e195ad656475427d8dc69a7d8bab33fb8c4169913b26eea=0.03536568, c8a07640feec6e12f5a33ed2b07102aca2bf3ad1d95743e4ef602d1b7cea23c6=0.0322843, 428910548cf89583d2d3ba9f97121b2d9268a074397b8e4b52db01d2b2571f5a=0.030559437, 613e63e5575f363156ac86cecc87a2cf01939dabf38f4b4e5c19c3d1f8be8b4f=0.030008772, c56df57b304b5bbba775c9f069858911d51c1220af7e18e60290af01d8e96f66=0.028875954, b43b9b609577abfc6bb0949d6a40db7d5c92e1d37ea8f60d5bf0fe934132e478=0.028292542, 2964c200a066c790b6a1d51af6abd63cac6733ae6b3e0a3e2aea9117a7692a0a=0.025085209, c6a38cab879a0de973920dcc4a907c23e3c4447789675a166153cbc73cf222b4=0.025085209, 5c3c553f3245d2384f8eb39cb66b17f108e47e081471aa8a49c614b202eb04de=0.021949558, 413305e49db306c713723339ca02549232cf00c8257937dbe4be5650275802ea=0.018813906, 8b5a18f5c5cb88b89e525b3db83ba17103ba9bae1267a3448240290256e1ce02=0.018813906, 857e0e13af5e19da20e52690cfe3f3dff9b8410573f02c947a3ceec2bc67ee65=0.0125426045};3.0;0.3333333333333333;0.41666666666666663;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1
Bug1481;0;Back behaviour broken for Article WebView;1;Undesirable  behavior ;Hard;2;Back behaviour broken for Article WebView;[077634828f83878f53872d6319b6a80a8b7ac15922c88c454f87e5f9e95a52db, 37fdb4d0868d7e2e7b9a5f1a3d7b6f704ed02bb11b7ca2cdfbad20e305dac8c5, 689e73c5fa90a739f03a53baa133dc9020219288f88ab27daa02749eaceddaf4, 77729a1fb79cd71941bd38c10bcf17938674d34dca3885cd24539204cdd595ca, 7d92d7aba10153a61b79e742cd0010cb36d201ccb2ea9c7c65a9fa8f9b828a89, 8fcd1ff922a2a025aa4f60e1bc60eab40a8c3cb5dd5836e4897390d17799c48f];{5353658925c63f6f1aa4494f270ccf4aa11584a8f32295a96b983f48a71c757d=0.08476676, 114b6e6f062f8e66da8ca28a91e97a13cb0b29514ac645ec6d647331b3142044=0.057628512, f198009805e4e3ffde5b491e15f342369b9d805d4063ab5ddbfc5e6f7ba5bb6e=0.051358413, 04566a25959d1c4da5cddd188f4343d78f9944f56a6123f62a36c70cff5313e1=0.04238338, e90defd2f0e0d5f3a6c868792a669a6bdafa0f2e2dabe8f9b1485280b7cfa2c8=0.03531948, 37fdb4d0868d7e2e7b9a5f1a3d7b6f704ed02bb11b7ca2cdfbad20e305dac8c5=0.031783134, 8fcd1ff922a2a025aa4f60e1bc60eab40a8c3cb5dd5836e4897390d17799c48f=0.025155041, 7d92d7aba10153a61b79e742cd0010cb36d201ccb2ea9c7c65a9fa8f9b828a89=0.024753055, 689e73c5fa90a739f03a53baa133dc9020219288f88ab27daa02749eaceddaf4=0.024753055, 65d87435b26da69c40183cc61608cda0b26315e18649c280a769efa55ec9393c=0.004096445, 88883f3d8acb75c6053112574a83870c805e3ee15e33f114da3fefdc30ada884=0.0035112386, 92fb58755306365d4e9debd919967fc8a3c976707507f6537a401acd6f0b8aa2=0.002926032, bceadf389e8f8ab38d3b18d8e8fda4fdd635eb583f355ead2a63989662896537=0.002926032, 77729a1fb79cd71941bd38c10bcf17938674d34dca3885cd24539204cdd595ca=0.0025085504, 077634828f83878f53872d6319b6a80a8b7ac15922c88c454f87e5f9e95a52db=0.0025085504, 3eabf13a14aff219264d81b3f4fd9eb5dd8b87f27976e415291e8043f5075b21=0.0023408257, 9472020d6cf37b2634fb1d8097b1505532f8c61f4ab0028977df8b48bd8c6572=0.0023408257, bd54b6376a7aecafd7d4359f5a432a01511cae5c0970076cafba1088bebd72cb=0.0023408257, 7f8c424dacedaffb62252a57257b57723506c249c22342c9759fbb51003a16e5=0.0023408257, b6be7967ce8fcabe91582a43abf9e206015ba9bbbeb535f12d6008ac73638426=0.0023408257, e494f22f1b7565eb4440105ed3d0d07749442a42cf12f3d977c6c505a2c4d595=0.0023408257, 6f8ad6bd2936e9a24d618d634c36d5ebb220d86c549ef45fce9af9c44afb137b=0.0023408257, 8fc87f0ffb9d36c75753f4a0eabf54ac197e9a9bd1ffcc2872429ab1a0c47c10=0.0023408257, 6c6b75f0feffa0031e9d70fe8af2eb566a09ca83593591d2c073b1591b49067b=0.0023408257, 2dca16e6851af4e824a84b90272cad6e74063c1a764a68c294e1034929ebe991=0.0023408257, 34382dbdfce9e5bfd264ec3b0a50b16ffaa4967f1ace05e37e1594651e4ab779=0.0020690172, 4269c539d3fa74141659136b84b9d53ece4bbf9f01a5bdaa5cf2480027e31fef=0.0020482226, 300e0984a8ebd154d97b182f2b5da49969ae93c7ee572390d07b5865be9a75ee=0.0020482226, ef227eea00c81526581f992f51966c284b04ea8b78eea766afd5cc56fe34f3c7=0.0020482226, b89c047f7fa030f6185def80c065de94fed740eaf10c82550f8a028eb464f604=0.0020482226, d9b859d824fc663d47cc2c3fe7bcfd315dcbcd6f585b1ccf89c2bf6429af0963=0.0020482226, 383b879f0a3e54ed3cfcf131aca72775afe4434fb03bd84aaf37f105ede753b0=0.0017556193, a8ff2abfd78c85b6662a87990ac6b0179db639c36981033ef8648cc85f0779df=0.0017556193, 4ba3ff1aaf8c677dafad678728e2f0578ca5fd380263c51bdd1bc9556016e047=0.0017556193, 4f0f9850e265b52b961abc7cc5e4d749d4bdf8a7c8d6eb3c505254800c29c69d=0.0016552138, 2ccf606883e14eb3cd2ff2e70bb3ee20fc4d5177b3743a5327fe9a22ca75a58e=0.001463016, b7cfeb1d26b5b0cf13b2fe43b5cfd015639b6d4dd05c1ef91bab3c418c9bf584=0.001463016, 5dad8fb339741aaace6b5ece3ea01e7af788fb94c8f589f294ad5d8337beed32=0.0011704129, cbef7c400faadbac4932d622e880e0e1eb05fa1fd8fd810e89e13953704fb949=0.0011704129, 3ef42c84c445a9244990101808c2db25b86ae9130f2d0ed9a60b5ae65cc858cf=8.7780965E-4};6.0;0.16666666666666666;0.33816137566137566;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1
Bug1481;1;Observe the the user is taken back to the front page rather than navigating back a page in the WebView.;0;Undesirable  behavior ;Easy;5;Observe the the user is taken back to the front page rather than navigating back a page in the WebView.;[077634828f83878f53872d6319b6a80a8b7ac15922c88c454f87e5f9e95a52db, 37fdb4d0868d7e2e7b9a5f1a3d7b6f704ed02bb11b7ca2cdfbad20e305dac8c5, 689e73c5fa90a739f03a53baa133dc9020219288f88ab27daa02749eaceddaf4, 77729a1fb79cd71941bd38c10bcf17938674d34dca3885cd24539204cdd595ca, 7d92d7aba10153a61b79e742cd0010cb36d201ccb2ea9c7c65a9fa8f9b828a89, 8fcd1ff922a2a025aa4f60e1bc60eab40a8c3cb5dd5836e4897390d17799c48f];{114b6e6f062f8e66da8ca28a91e97a13cb0b29514ac645ec6d647331b3142044=0.13440856, f198009805e4e3ffde5b491e15f342369b9d805d4063ab5ddbfc5e6f7ba5bb6e=0.07649267, 9472020d6cf37b2634fb1d8097b1505532f8c61f4ab0028977df8b48bd8c6572=0.068824776, 7d92d7aba10153a61b79e742cd0010cb36d201ccb2ea9c7c65a9fa8f9b828a89=0.06612042, 8fcd1ff922a2a025aa4f60e1bc60eab40a8c3cb5dd5836e4897390d17799c48f=0.06612042, 689e73c5fa90a739f03a53baa133dc9020219288f88ab27daa02749eaceddaf4=0.06612042, 37fdb4d0868d7e2e7b9a5f1a3d7b6f704ed02bb11b7ca2cdfbad20e305dac8c5=0.04810308, 5353658925c63f6f1aa4494f270ccf4aa11584a8f32295a96b983f48a71c757d=0.044551414, 6f8ad6bd2936e9a24d618d634c36d5ebb220d86c549ef45fce9af9c44afb137b=0.0263051, 04566a25959d1c4da5cddd188f4343d78f9944f56a6123f62a36c70cff5313e1=0.022275707, 4ba3ff1aaf8c677dafad678728e2f0578ca5fd380263c51bdd1bc9556016e047=0.019728826, e90defd2f0e0d5f3a6c868792a669a6bdafa0f2e2dabe8f9b1485280b7cfa2c8=0.01856309, 5dad8fb339741aaace6b5ece3ea01e7af788fb94c8f589f294ad5d8337beed32=0.017874612, 3ef42c84c445a9244990101808c2db25b86ae9130f2d0ed9a60b5ae65cc858cf=0.016123485, 77729a1fb79cd71941bd38c10bcf17938674d34dca3885cd24539204cdd595ca=0.013110093, 077634828f83878f53872d6319b6a80a8b7ac15922c88c454f87e5f9e95a52db=0.013110093, 88883f3d8acb75c6053112574a83870c805e3ee15e33f114da3fefdc30ada884=0.0026287239, 92fb58755306365d4e9debd919967fc8a3c976707507f6537a401acd6f0b8aa2=0.0021906032, 3eabf13a14aff219264d81b3f4fd9eb5dd8b87f27976e415291e8043f5075b21=0.0017524826, bd54b6376a7aecafd7d4359f5a432a01511cae5c0970076cafba1088bebd72cb=0.0017524826, 7f8c424dacedaffb62252a57257b57723506c249c22342c9759fbb51003a16e5=0.0017524826, b6be7967ce8fcabe91582a43abf9e206015ba9bbbeb535f12d6008ac73638426=0.0017524826, e494f22f1b7565eb4440105ed3d0d07749442a42cf12f3d977c6c505a2c4d595=0.0017524826, 8fc87f0ffb9d36c75753f4a0eabf54ac197e9a9bd1ffcc2872429ab1a0c47c10=0.0017524826, 6c6b75f0feffa0031e9d70fe8af2eb566a09ca83593591d2c073b1591b49067b=0.0017524826, 2dca16e6851af4e824a84b90272cad6e74063c1a764a68c294e1034929ebe991=0.0017524826, 4269c539d3fa74141659136b84b9d53ece4bbf9f01a5bdaa5cf2480027e31fef=0.0015334223, 300e0984a8ebd154d97b182f2b5da49969ae93c7ee572390d07b5865be9a75ee=0.0015334223, ef227eea00c81526581f992f51966c284b04ea8b78eea766afd5cc56fe34f3c7=0.0015334223, b89c047f7fa030f6185def80c065de94fed740eaf10c82550f8a028eb464f604=0.0015334223, d9b859d824fc663d47cc2c3fe7bcfd315dcbcd6f585b1ccf89c2bf6429af0963=0.0015334223, 383b879f0a3e54ed3cfcf131aca72775afe4434fb03bd84aaf37f105ede753b0=0.0013143619, a8ff2abfd78c85b6662a87990ac6b0179db639c36981033ef8648cc85f0779df=0.0013143619, 2ccf606883e14eb3cd2ff2e70bb3ee20fc4d5177b3743a5327fe9a22ca75a58e=0.0010953016, 34382dbdfce9e5bfd264ec3b0a50b16ffaa4967f1ace05e37e1594651e4ab779=0.0010953016, b7cfeb1d26b5b0cf13b2fe43b5cfd015639b6d4dd05c1ef91bab3c418c9bf584=0.0010953016, 4f0f9850e265b52b961abc7cc5e4d749d4bdf8a7c8d6eb3c505254800c29c69d=8.762413E-4, cbef7c400faadbac4932d622e880e0e1eb05fa1fd8fd810e89e13953704fb949=8.762413E-4};4.0;0.25;0.4049603174603174;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1
Bug1563;0;When reloading the current directory after completing a file operation, the list scrolls to the top (obviously because it's reinitialized).;0;Undesirable  behavior ;Hard;5;When reloading the current directory after completing a file operation, the list scrolls to the top (obviously because it's reinitialized).;[c7036819e8914c0b9f9b36416e4945b7a1edc516f6670d5acc754fe3109b99a2];{2e18a1ea384c3f84fa8f44f2cea0bcd8e8579cada093706e9d058c088a8a0ee1=0.046802387, 90d2ac94c5cceacb34dfe132a546b5ea572543791cc0e8cd040efe772fa9378d=0.04215529, 792d7a817c63b79a58c769ffc6177b6ff7de1feebe1a23e1c4cb3beb07dce935=0.033640224, 0ab6bd6691b597faef1723890c6bf73f30ec7fadc38e7c8ee573f7287331e524=0.033040296, c7036819e8914c0b9f9b36416e4945b7a1edc516f6670d5acc754fe3109b99a2=0.032820597, ba6258dfabd0b9cfed3a0ec98a8ff5681febe430ae8ce61b3a50d6de542bc4ad=0.029417794, cd1751d8073c38fe6f7ce2d8c2c52c136ea271537832ba35eed95d915b46ea4b=0.027676757, caec79fbb2df7c62cb19d13389c2ceba813fd82f4b21de53104077cd83c9cb57=0.019066636, d8d0fa8aa182e5e568bc75d79fa9133bbae8d4e22d90bc573f378c0d0ac9b896=0.01667423, 0de81c6ee546a153a5384b40f229b2d920375f82815897224de98af91a06ae94=0.0019065214};5.0;0.2;0.2;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1
Bug1563;1;3. Scroll moves back up;0;Undesirable  behavior ;Hard;2;3. Scroll moves back up;[c7036819e8914c0b9f9b36416e4945b7a1edc516f6670d5acc754fe3109b99a2];{};0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
Bug1568;0;Crash when using the checkboxes;1;App crashes;Hard;3;Crash when using the checkboxes;[322fee6d2791b7cb6ac7e9adcbc7303e4fc4af31aca6b715a500c1322e2616d8, 80fb5f189cbea7ec59bf54fa092b75ec7b55450244c52183854325091581014c, c3ace511cc9ec178af968ada69bdc51c522b9c99b74c54dc8e9f7f82d504f55c];{b04de2a8a39c510bf4b8da79cb9d80836e5ccf315061f4693b1bbd7dccf70891=0.46341464, 80fb5f189cbea7ec59bf54fa092b75ec7b55450244c52183854325091581014c=0.09209084, c3ace511cc9ec178af968ada69bdc51c522b9c99b74c54dc8e9f7f82d504f55c=0.08406705};2.0;0.5;0.38888888888888884;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1
Bug1568;1;The bug seems to appear when quickly changing multiple checkboxes.;0;App crashes;Hard;3;The bug seems to appear when quickly changing multiple checkboxes.;[322fee6d2791b7cb6ac7e9adcbc7303e4fc4af31aca6b715a500c1322e2616d8, 80fb5f189cbea7ec59bf54fa092b75ec7b55450244c52183854325091581014c, c3ace511cc9ec178af968ada69bdc51c522b9c99b74c54dc8e9f7f82d504f55c];{b04de2a8a39c510bf4b8da79cb9d80836e5ccf315061f4693b1bbd7dccf70891=0.014708195, 3fe10187e7b1ac852f544fd9b6f824aa7b7e9aaf57cdc0338292e009bee94105=0.014463613, 80fb5f189cbea7ec59bf54fa092b75ec7b55450244c52183854325091581014c=0.013510339, c3ace511cc9ec178af968ada69bdc51c522b9c99b74c54dc8e9f7f82d504f55c=0.0123331975};3.0;0.3333333333333333;0.27777777777777773;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1
Bug1568;2;4. Crash;0;App crashes;Hard;1;4. Crash;[322fee6d2791b7cb6ac7e9adcbc7303e4fc4af31aca6b715a500c1322e2616d8, 80fb5f189cbea7ec59bf54fa092b75ec7b55450244c52183854325091581014c, c3ace511cc9ec178af968ada69bdc51c522b9c99b74c54dc8e9f7f82d504f55c];{b04de2a8a39c510bf4b8da79cb9d80836e5ccf315061f4693b1bbd7dccf70891=0.32617974};0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
Bug158;0;Dark mode not correctly setting theme colors in card area of Reviewer;1;Wrong theme in screen;Easy;3;Dark mode not correctly setting theme colors in card area of Reviewer;[8d8389d0fdcbc813730d07ae0d2305f1bc293f8309ed532b91116c51db8e3c59, ba1ce36b563359e9b4defdbd7c79bc6ae033d31c8c713212a2b38719bb700998];{c94551e66894ebbebb01ae486c72db680a628613becdffdcaf0aa5c242d042cf=0.07491744, c1a18c9943581969e36774b286474417c6bfcc4092826cc0898434a5669ae0ee=0.047271468, a98c1de13177582a22c43016e87f48786e2fba8b33e4d4e206d56faebc3fea23=0.019655004, bbb88248a4607d1af77af5363bd51ba08c159dc2c0ad1be1b85793bb663ab0e4=0.019207718, 81c7149cf88979d52a871baec2f2aee7f20d63e30dbdec17518a0f53aa6044b5=0.019207718, 040c907f38b5344f2fde5edf907a05888e31732bf2fc71067ef43b450336b68c=0.017622689, 218fc0cc09421466198d6c8b7d276e5de3ad647673dcb6a4168996a008ff0c56=0.016612774, 153643bb0775c3bd4afe31991fa28b366a3b93564830c9d8844168c768834dc4=0.015724003, 3f5050ed8d839a52f93f350c0500614e51953ee1f22a21fc06c5999d1c0f278a=0.01555704, d4dc18f570d0872856f7a31d44bde26f8dd42e6f9bc3d2c850aa4ed5de55aa72=0.015028755, 1123f47e7811696cc928b42522a3465b0b27076b3b383dae01889c703cd19d92=0.014667319, 547f081fa1638f0efd275202fc2c231ef01f9056624d22f1c1e18cf18366bd08=0.011271566, e5defc3152cdbaec067f3fd2b55b4e294e3912ac2d55c1f623ce9e330e7154e9=0.009392972, 8b29db38fb8299b2cec15d0764f8a24a5698a6cd1b0c5d706b764c21e2ae91f3=0.0055755437, 1da0de93c359f9ed0b3d7ec1f8f64e5526556ee9c6a979435ea0ecd4e906b322=0.0055755437, fc9821983f4af575a13d6d7e7325d065c5e8cb563d20924c01fc73dae646ae30=0.0047017117, 8d8389d0fdcbc813730d07ae0d2305f1bc293f8309ed532b91116c51db8e3c59=0.0047017117, 18a2b3b783f9158563e6d8d71d7ad78191e681abb21ce136e5d1253b72fa2525=0.0047017117, 4ae8a0c744783ae7740bfc4c8286b8cf03215e3e07a4cf5902405b809794b1fe=0.0035262837, fb23cbc5cd12c65a8c8f0777d7bc0a55f055c292e4cacf90c237aee594eda23d=0.0033246123, abc567b419134b0f4521a519d87c005550845d96a2902f1bdc318626fbbff5ac=0.0029385698, ba1ce36b563359e9b4defdbd7c79bc6ae033d31c8c713212a2b38719bb700998=0.002493459};17.0;0.058823529411764705;0.0748663101604278;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
Bug158;1;Card background is always 100% black.;0;Wrong theme in screen;Easy;4;Card background is always 100% black.;[8d8389d0fdcbc813730d07ae0d2305f1bc293f8309ed532b91116c51db8e3c59, ba1ce36b563359e9b4defdbd7c79bc6ae033d31c8c713212a2b38719bb700998];{c1a18c9943581969e36774b286474417c6bfcc4092826cc0898434a5669ae0ee=0.59043485, 3f5050ed8d839a52f93f350c0500614e51953ee1f22a21fc06c5999d1c0f278a=0.1851918, 38f711786ec80ae02ea186665d6ae3a45d09fbef951478d6cf3db4f6e895b0ca=0.11054106, 6aedc0e78393c8cb68f787d6ab02486c763763f38b7f1e3fe08e5d7baa4b1b49=0.05318409, 8b29db38fb8299b2cec15d0764f8a24a5698a6cd1b0c5d706b764c21e2ae91f3=0.037506104, 1da0de93c359f9ed0b3d7ec1f8f64e5526556ee9c6a979435ea0ecd4e906b322=0.037506104, fc9821983f4af575a13d6d7e7325d065c5e8cb563d20924c01fc73dae646ae30=0.031627923, 8d8389d0fdcbc813730d07ae0d2305f1bc293f8309ed532b91116c51db8e3c59=0.031627923, 18a2b3b783f9158563e6d8d71d7ad78191e681abb21ce136e5d1253b72fa2525=0.031627923, bbb88248a4607d1af77af5363bd51ba08c159dc2c0ad1be1b85793bb663ab0e4=0.029052101, 81c7149cf88979d52a871baec2f2aee7f20d63e30dbdec17518a0f53aa6044b5=0.029052101, a98c1de13177582a22c43016e87f48786e2fba8b33e4d4e206d56faebc3fea23=0.024210086, 040c907f38b5344f2fde5edf907a05888e31732bf2fc71067ef43b450336b68c=0.02372094, 4ae8a0c744783ae7740bfc4c8286b8cf03215e3e07a4cf5902405b809794b1fe=0.02372094, fb23cbc5cd12c65a8c8f0777d7bc0a55f055c292e4cacf90c237aee594eda23d=0.022364318, abc567b419134b0f4521a519d87c005550845d96a2902f1bdc318626fbbff5ac=0.019767452, 153643bb0775c3bd4afe31991fa28b366a3b93564830c9d8844168c768834dc4=0.019368067, ba1ce36b563359e9b4defdbd7c79bc6ae033d31c8c713212a2b38719bb700998=0.016773239, 1123f47e7811696cc928b42522a3465b0b27076b3b383dae01889c703cd19d92=0.015813962, 218fc0cc09421466198d6c8b7d276e5de3ad647673dcb6a4168996a008ff0c56=0.013977699};8.0;0.125;0.11805555555555555;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1
